[4/22/23 05:09AM] Xtc used command ::home | Player rights = PLAYER	
[4/25/23 12:16AM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/25/23 12:16AM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/25/23 12:17AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/25/23 12:17AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/25/23 12:17AM] Xtc used command ::yell few decent dr items in my pos | Player rights = OBSIDIAN_DONATOR	
[4/25/23 12:21AM] Xtc used command ::yell that was fast | Player rights = OBSIDIAN_DONATOR	
[4/25/23 12:35AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/25/23 12:37AM] Xtc used command ::yell buying godly pots 2m ea | Player rights = OBSIDIAN_DONATOR	
[4/25/23 12:37AM] Xtc used command ::yell l000l | Player rights = OBSIDIAN_DONATOR	
[4/25/23 12:38AM] Xtc used command ::yell someone sell me a perk pretty pls | Player rights = OBSIDIAN_DONATOR	
[4/25/23 12:38AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/25/23 12:40AM] Xtc used command ::yell slayer slayer tix 500 ea | Player rights = OBSIDIAN_DONATOR	
[4/25/23 12:40AM] Xtc used command ::yell salyer tix lol* | Player rights = OBSIDIAN_DONATOR	
[4/25/23 12:41AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/25/23 12:43AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/25/23 12:44AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/25/23 12:44AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/25/23 12:44AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/25/23 12:44AM] Xtc used command ::yell block goku peices 10m ea in my pos | Player rights = OBSIDIAN_DONATOR	
[4/25/23 12:45AM] Xtc used command ::yell buying slayer tix 250 ea pm | Player rights = OBSIDIAN_DONATOR	
[4/25/23 12:46AM] Xtc used command ::home | Player rights = OBSIDIAN_DONATOR	
[4/25/23 12:47AM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/25/23 12:47AM] Xtc used command ::pod | Player rights = OBSIDIAN_DONATOR	
[4/25/23 12:47AM] Xtc used command ::pod | Player rights = OBSIDIAN_DONATOR	
[4/25/23 12:49AM] Xtc used command ::home | Player rights = OBSIDIAN_DONATOR	
[4/25/23 12:50AM] Xtc used command ::yell dr item sale in pos | Player rights = OBSIDIAN_DONATOR	
[4/25/23 12:53AM] Xtc used command ::dropoff | Player rights = OBSIDIAN_DONATOR	
[4/25/23 12:53AM] Xtc used command ::dropoff | Player rights = OBSIDIAN_DONATOR	
[4/25/23 01:00AM] Xtc used command ::home | Player rights = OBSIDIAN_DONATOR	
[4/25/23 01:20AM] Xtc used command ::home | Player rights = OBSIDIAN_DONATOR	
[4/25/23 01:20AM] Xtc used command ::dropoff | Player rights = OBSIDIAN_DONATOR	
[4/25/23 01:24AM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/25/23 01:24AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/25/23 01:26AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/25/23 01:35AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/25/23 01:35AM] Xtc used command ::veigar | Player rights = OBSIDIAN_DONATOR	
[4/25/23 01:35AM] Xtc used command ::ninetails | Player rights = OBSIDIAN_DONATOR	
[4/25/23 01:36AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/25/23 01:37AM] Xtc used command ::home | Player rights = OBSIDIAN_DONATOR	
[4/25/23 01:37AM] Xtc used command ::meruem | Player rights = OBSIDIAN_DONATOR	
[4/25/23 01:38AM] Xtc used command ::meruem | Player rights = OBSIDIAN_DONATOR	
[4/25/23 01:39AM] Xtc used command ::golden | Player rights = OBSIDIAN_DONATOR	
[4/25/23 01:40AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/25/23 01:41AM] Xtc used command ::home | Player rights = OBSIDIAN_DONATOR	
[4/25/23 01:42AM] Xtc used command ::dropoff | Player rights = OBSIDIAN_DONATOR	
[4/25/23 01:42AM] Xtc used command ::yell buying slay tix 250 ea | Player rights = OBSIDIAN_DONATOR	
[4/25/23 01:55AM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/25/23 01:58AM] Xtc used command ::yell buying scrolls/bonds $1/125k | Player rights = OBSIDIAN_DONATOR	
[4/25/23 01:58AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/25/23 01:58AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/25/23 02:00AM] Xtc used command ::yell cheap red dr gear in my pos | Player rights = OBSIDIAN_DONATOR	
[4/25/23 02:00AM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/25/23 02:01AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/25/23 02:01AM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/25/23 02:02AM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/25/23 02:03AM] Xtc used command ::yell selling owner item for $1.2k bonds hmu :p | Player rights = OBSIDIAN_DONATOR	
[4/25/23 02:04AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/25/23 02:05AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/25/23 02:05AM] Xtc used command ::Bank | Player rights = OBSIDIAN_DONATOR	
[4/25/23 02:06AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/25/23 02:06AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/25/23 02:06AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/25/23 02:07AM] Xtc used command ::bnank | Player rights = OBSIDIAN_DONATOR	
[4/25/23 02:07AM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/25/23 02:10AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/25/23 02:14AM] Xtc used command ::yell buying godly pot 2m | Player rights = OBSIDIAN_DONATOR	
[4/25/23 02:17AM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/25/23 02:17AM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/25/23 02:22AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/25/23 02:23AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/25/23 02:23AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/25/23 02:23AM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/25/23 02:24AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/25/23 02:24AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/25/23 02:28AM] Xtc used command ::yell buying bonds/scrolls $1/125k | Player rights = OBSIDIAN_DONATOR	
[4/25/23 02:31AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/25/23 02:32AM] Xtc used command ::ninetails | Player rights = OBSIDIAN_DONATOR	
[4/25/23 02:32AM] Xtc used command ::veigar | Player rights = OBSIDIAN_DONATOR	
[4/25/23 02:32AM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/25/23 02:32AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/25/23 02:33AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/25/23 02:33AM] Xtc used command ::ninetails | Player rights = OBSIDIAN_DONATOR	
[4/25/23 02:34AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/25/23 02:35AM] Xtc used command ::home | Player rights = OBSIDIAN_DONATOR	
[4/25/23 02:48AM] Xtc used command ::vote | Player rights = OBSIDIAN_DONATOR	
[4/25/23 02:49AM] Xtc used command ::reward 1 all | Player rights = OBSIDIAN_DONATOR	
[4/25/23 02:49AM] Xtc used command ::claimvotes | Player rights = OBSIDIAN_DONATOR	
[4/25/23 02:52AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/25/23 02:55AM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/25/23 02:56AM] Xtc used command ::yell buying godly pot 2.5b | Player rights = OBSIDIAN_DONATOR	
[4/25/23 02:59AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/25/23 03:04AM] Xtc used command ::Yell buying slayer tix 250 ea | Player rights = OBSIDIAN_DONATOR	
[4/25/23 03:09AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/25/23 03:10AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/25/23 03:12AM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/25/23 03:12AM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/25/23 03:13AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/25/23 03:18AM] Xtc used command ::voteboss | Player rights = OBSIDIAN_DONATOR	
[4/25/23 03:23AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/25/23 03:25AM] Xtc used command ::home | Player rights = OBSIDIAN_DONATOR	
[4/25/23 03:25AM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/25/23 03:25AM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/25/23 03:25AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/25/23 03:44AM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/25/23 04:00AM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/25/23 04:02AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/25/23 04:02AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/25/23 04:02AM] Xtc used command ::yell buying bonds $/125k | Player rights = OBSIDIAN_DONATOR	
[4/25/23 04:09AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/25/23 04:13AM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/25/23 04:25AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/25/23 04:27AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/25/23 04:27AM] Xtc used command ::yell buying bonds $1/125k | Player rights = OBSIDIAN_DONATOR	
[4/25/23 04:27AM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/25/23 04:28AM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/25/23 04:29AM] Xtc used command ::home | Player rights = OBSIDIAN_DONATOR	
[4/25/23 04:29AM] Xtc used command ::Bank | Player rights = OBSIDIAN_DONATOR	
[4/25/23 04:30AM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/25/23 04:30AM] Xtc used command ::home | Player rights = OBSIDIAN_DONATOR	
[4/25/23 04:30AM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/25/23 04:31AM] Xtc used command ::home | Player rights = OBSIDIAN_DONATOR	
[4/25/23 04:31AM] Xtc used command ::home | Player rights = OBSIDIAN_DONATOR	
[4/25/23 04:33AM] Xtc used command ::home | Player rights = OBSIDIAN_DONATOR	
[4/25/23 04:34AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/25/23 04:35AM] Xtc used command ::yell buying 80%+ dr items | Player rights = OBSIDIAN_DONATOR	
[4/25/23 04:42AM] Xtc used command ::home | Player rights = OBSIDIAN_DONATOR	
[4/25/23 04:43AM] Xtc used command ::Bank | Player rights = OBSIDIAN_DONATOR	
[4/25/23 05:03AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/25/23 05:03AM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/25/23 05:04AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/25/23 05:05AM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/25/23 05:06AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/25/23 05:07AM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/25/23 05:07AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/25/23 05:07AM] Xtc used command ::yell selling 66% dr 5m | Player rights = OBSIDIAN_DONATOR	
[4/25/23 05:08AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/25/23 05:10AM] Xtc used command ::yell buying bonds $1/125k | Player rights = OBSIDIAN_DONATOR	
[4/25/23 05:10AM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/25/23 05:10AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/25/23 05:11AM] Xtc used command ::Yell selling 45% dr 3m | Player rights = OBSIDIAN_DONATOR	
[4/25/23 05:12AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/25/23 05:14AM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/25/23 05:15AM] Xtc used command ::Yell selling 90% dr items for bonds pm me | Player rights = OBSIDIAN_DONATOR	
[4/25/23 05:16AM] Xtc used command ::vote | Player rights = OBSIDIAN_DONATOR	
[4/25/23 05:16AM] Xtc used command ::voteboss | Player rights = OBSIDIAN_DONATOR	
[4/25/23 05:18AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/25/23 05:20AM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/25/23 05:20AM] Xtc used command ::home | Player rights = OBSIDIAN_DONATOR	
[4/25/23 05:26AM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/25/23 05:35AM] Xtc used command ::yell buying 1.5x damage scroll | Player rights = OBSIDIAN_DONATOR	
[4/25/23 05:35AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/25/23 05:36AM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/25/23 05:36AM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/25/23 05:37AM] Xtc used command ::yell selling 90% dr items for bonds | Player rights = OBSIDIAN_DONATOR	
[4/25/23 05:38AM] Xtc used command ::yell glllll | Player rights = OBSIDIAN_DONATOR	
[4/25/23 05:38AM] Xtc used command ::yell lmao just joined as well | Player rights = OBSIDIAN_DONATOR	
[4/25/23 05:42AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/25/23 05:42AM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/25/23 05:44AM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/25/23 05:45AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/25/23 05:46AM] Xtc used command ::yell buying godly pot 3m | Player rights = OBSIDIAN_DONATOR	
[4/25/23 05:46AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/25/23 05:49AM] Xtc used command ::Yell buying 80% dr items | Player rights = OBSIDIAN_DONATOR	
[4/25/23 05:53AM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/25/23 05:55AM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/25/23 05:55AM] Xtc used command ::bahnk | Player rights = OBSIDIAN_DONATOR	
[4/25/23 05:55AM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/25/23 05:57AM] Xtc used command ::yell selling 90% dr items pm | Player rights = OBSIDIAN_DONATOR	
[4/25/23 05:58AM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/25/23 06:02AM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/25/23 06:03AM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/25/23 06:06AM] Xtc used command ::vote | Player rights = OBSIDIAN_DONATOR	
[4/25/23 06:07AM] Xtc used command ::reward 1 all | Player rights = OBSIDIAN_DONATOR	
[4/25/23 06:08AM] Xtc used command ::Yell selling 90% dr items pm me | Player rights = OBSIDIAN_DONATOR	
[4/25/23 06:09AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/25/23 06:09AM] Xtc used command ::voteboss | Player rights = OBSIDIAN_DONATOR	
[4/25/23 06:09AM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/25/23 06:10AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/25/23 06:13AM] Xtc used command ::home | Player rights = OBSIDIAN_DONATOR	
[4/25/23 06:13AM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/25/23 06:14AM] Xtc used command ::yell selling 90% dr items for cash/bonds | Player rights = OBSIDIAN_DONATOR	
[4/25/23 06:26AM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/25/23 06:26AM] Xtc used command ::yell selling 90% dr items pm me | Player rights = OBSIDIAN_DONATOR	
[4/25/23 02:41PM] Xtc used command ::dropoff | Player rights = OBSIDIAN_DONATOR	
[4/25/23 02:42PM] Xtc used command ::yell selling owner boots pm offer | Player rights = OBSIDIAN_DONATOR	
[4/25/23 02:43PM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/25/23 02:51PM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/25/23 02:51PM] Xtc used command ::donate | Player rights = OBSIDIAN_DONATOR	
[4/25/23 02:52PM] Xtc used command ::noble | Player rights = OBSIDIAN_DONATOR	
[4/25/23 03:01PM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/25/23 03:05PM] Xtc used command ::voteboss | Player rights = OBSIDIAN_DONATOR	
[4/25/23 03:06PM] Xtc used command ::home | Player rights = OBSIDIAN_DONATOR	
[4/25/23 03:08PM] Xtc used command ::voteboss | Player rights = OBSIDIAN_DONATOR	
[4/25/23 03:09PM] Xtc used command ::home | Player rights = OBSIDIAN_DONATOR	
[4/25/23 03:09PM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/25/23 03:16PM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/25/23 03:27PM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/25/23 03:31PM] Xtc used command ::Yell selling owner boots pm me | Player rights = OBSIDIAN_DONATOR	
[4/25/23 03:33PM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/25/23 03:34PM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/25/23 03:41PM] Xtc used command ::yell selling owner boots pm me | Player rights = OBSIDIAN_DONATOR	
[4/25/23 03:51PM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/25/23 03:56PM] Xtc used command ::yell selling owner boots | Player rights = OBSIDIAN_DONATOR	
[4/25/23 04:00PM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/25/23 04:05PM] Xtc used command ::yell buying $800 in bonds | Player rights = OBSIDIAN_DONATOR	
[4/25/23 04:14PM] Xtc used command ::yell selling owners boots pm | Player rights = OBSIDIAN_DONATOR	
[4/25/23 04:15PM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/25/23 04:17PM] Xtc used command ::home | Player rights = OBSIDIAN_DONATOR	
[4/25/23 04:19PM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/25/23 04:21PM] Xtc used command ::yell selling owners boots 140m pm me | Player rights = OBSIDIAN_DONATOR	
[4/25/23 04:48PM] Xtc used command ::home | Player rights = OBSIDIAN_DONATOR	
[4/25/23 04:48PM] Xtc used command ::Yell selling owner boots pm me | Player rights = OBSIDIAN_DONATOR	
[4/25/23 04:49PM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/25/23 04:54PM] Xtc used command ::yell selling 50% dr 5m | Player rights = OBSIDIAN_DONATOR	
[4/25/23 04:59PM] Xtc used command ::yell selling owner boots pm me | Player rights = OBSIDIAN_DONATOR	
[4/25/23 05:00PM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/25/23 05:05PM] Xtc used command ::donate | Player rights = OBSIDIAN_DONATOR	
[4/25/23 05:06PM] Xtc used command ::claim | Player rights = OBSIDIAN_DONATOR	
[4/25/23 05:06PM] Xtc used command ::claim | Player rights = OBSIDIAN_DONATOR	
[4/25/23 05:06PM] Xtc used command ::claim | Player rights = OBSIDIAN_DONATOR	
[4/25/23 05:06PM] Xtc used command ::claim | Player rights = OBSIDIAN_DONATOR	
[4/25/23 05:07PM] Xtc used command ::yell selling more boots/owner box hmu | Player rights = OBSIDIAN_DONATOR	
[4/25/23 05:10PM] Xtc used command ::yell how do i dissolve owner boots lol | Player rights = OBSIDIAN_DONATOR	
[4/25/23 05:12PM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/25/23 05:15PM] Xtc used command ::yell buying bonds $1/125K | Player rights = OBSIDIAN_DONATOR	
[4/25/23 05:16PM] Xtc used command ::YELL swapping owner boots+cash for gloves | Player rights = OBSIDIAN_DONATOR	
[4/25/23 05:16PM] Xtc used command ::voteboss | Player rights = OBSIDIAN_DONATOR	
[4/25/23 05:17PM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/25/23 05:17PM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/25/23 05:17PM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/25/23 05:19PM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/25/23 05:21PM] Xtc used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/25/23 05:21PM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/25/23 05:23PM] Xtc used command ::yell buying bonds/scrolls $1/130k fast pm me | Player rights = OBSIDIAN_DONATOR	
[4/25/23 05:24PM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/25/23 05:24PM] Xtc used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/25/23 05:26PM] Xtc used command ::home | Player rights = FORSAKEN_DONATOR	
[4/25/23 05:29PM] Xtc used command ::dropoff | Player rights = FORSAKEN_DONATOR	
[4/25/23 05:29PM] Xtc used command ::yell cheap 6x6 aoe 35m pm me | Player rights = FORSAKEN_DONATOR	
[4/25/23 05:36PM] Xtc used command ::pos | Player rights = FORSAKEN_DONATOR	
[4/25/23 05:38PM] Xtc used command ::yell buying owner gloves/halo pm | Player rights = FORSAKEN_DONATOR	
[4/25/23 05:41PM] Xtc used command ::yell buying 1.5x damage scroll pm me | Player rights = FORSAKEN_DONATOR	
[4/25/23 05:43PM] Xtc used command ::donate | Player rights = FORSAKEN_DONATOR	
[4/25/23 05:52PM] Xtc used command ::pos | Player rights = FORSAKEN_DONATOR	
[4/25/23 05:52PM] Xtc used command ::home | Player rights = FORSAKEN_DONATOR	
[4/25/23 05:55PM] Xtc used command ::voteboss | Player rights = FORSAKEN_DONATOR	
[4/25/23 05:55PM] Xtc used command ::pos | Player rights = FORSAKEN_DONATOR	
[4/25/23 05:55PM] Xtc used command ::yell buying 80% dr pm me | Player rights = FORSAKEN_DONATOR	
[4/25/23 05:56PM] Xtc used command ::pos | Player rights = FORSAKEN_DONATOR	
[4/25/23 05:57PM] Xtc used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/25/23 05:57PM] Xtc used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/25/23 05:58PM] Xtc used command ::home | Player rights = FORSAKEN_DONATOR	
[4/25/23 06:00PM] Xtc used command ::pos | Player rights = FORSAKEN_DONATOR	
[4/25/23 06:04PM] Xtc used command ::home | Player rights = FORSAKEN_DONATOR	
[4/25/23 06:05PM] Xtc used command ::pos | Player rights = FORSAKEN_DONATOR	
[4/25/23 06:07PM] Xtc used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/25/23 08:05PM] Xtc used command ::Yell buying owner halo/gloves - selling 6x6 30m pm me | Player rights = FORSAKEN_DONATOR	
[4/25/23 08:05PM] Xtc used command ::pos | Player rights = FORSAKEN_DONATOR	
[4/25/23 08:14PM] Xtc used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/25/23 08:14PM] Xtc used command ::yell buying owner halo/gloves gucci offer pm | Player rights = FORSAKEN_DONATOR	
[4/25/23 08:19PM] Xtc used command ::pos | Player rights = FORSAKEN_DONATOR	
[4/25/23 08:27PM] Xtc used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/25/23 08:43PM] Xtc used command ::home | Player rights = FORSAKEN_DONATOR	
[4/25/23 08:43PM] Xtc used command ::home | Player rights = FORSAKEN_DONATOR	
[4/25/23 08:45PM] Xtc used command ::yell buying owner gloves pm | Player rights = FORSAKEN_DONATOR	
[4/25/23 08:51PM] Xtc used command ::yell selling 6x6 30m in pos | Player rights = FORSAKEN_DONATOR	
[4/25/23 08:54PM] Xtc used command ::yell swappig owner boots+cash for gloves | Player rights = FORSAKEN_DONATOR	
[4/25/23 08:55PM] Xtc used command ::pos | Player rights = FORSAKEN_DONATOR	
[4/25/23 08:57PM] Xtc used command ::voteboss | Player rights = FORSAKEN_DONATOR	
[4/25/23 08:57PM] Xtc used command ::pos | Player rights = FORSAKEN_DONATOR	
[4/25/23 08:57PM] Xtc used command ::pos | Player rights = FORSAKEN_DONATOR	
[4/25/23 08:58PM] Xtc used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/25/23 08:58PM] Xtc used command ::home | Player rights = FORSAKEN_DONATOR	
[4/25/23 08:58PM] Xtc used command ::voteboss | Player rights = FORSAKEN_DONATOR	
[4/25/23 08:59PM] Xtc used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/25/23 08:59PM] Xtc used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/25/23 09:00PM] Xtc used command ::home | Player rights = FORSAKEN_DONATOR	
[4/25/23 09:01PM] Xtc used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/25/23 09:08PM] Xtc used command ::yell 6x6 30m in my pos | Player rights = FORSAKEN_DONATOR	
[4/25/23 09:08PM] Xtc used command ::pos | Player rights = FORSAKEN_DONATOR	
[4/25/23 09:19PM] Xtc used command ::yell selling 6x6 30m in pos | Player rights = FORSAKEN_DONATOR	
[4/25/23 09:27PM] Xtc used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/25/23 09:28PM] Xtc used command ::home | Player rights = FORSAKEN_DONATOR	
[4/25/23 09:28PM] Xtc used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/25/23 09:31PM] Xtc used command ::pos | Player rights = FORSAKEN_DONATOR	
[4/25/23 09:44PM] Xtc used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/25/23 09:52PM] Xtc used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/25/23 09:52PM] Xtc used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/25/23 09:57PM] Xtc used command ::yell selling 6x6 30m pm me | Player rights = FORSAKEN_DONATOR	
[4/25/23 10:05PM] Xtc used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/25/23 10:16PM] Xtc used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/25/23 10:22PM] Xtc used command ::pos | Player rights = FORSAKEN_DONATOR	
[4/25/23 10:23PM] Xtc used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/25/23 10:26PM] Xtc used command ::yell buying owners gloves pm  | Player rights = FORSAKEN_DONATOR	
[4/25/23 10:28PM] Xtc used command ::yell gl | Player rights = FORSAKEN_DONATOR	
