[4/17/23 01:02AM] Redx12 used command ::vote | Player rights = PLAYER	
[4/27/23 04:06AM] Redx12 used command ::yell on your phone data! | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:07AM] Redx12 used command ::yell poogers | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:07AM] Redx12 used command ::yell 35/50 till vbosssss | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:07AM] Redx12 used command ::yell Tarn #1 | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:07AM] Redx12 used command ::ninetails | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:09AM] Redx12 used command ::yell vote for tarn plox!! peach is live??!?! whattt | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:09AM] Redx12 used command ::yell Princesspeach @youtube? jeesh | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:09AM] Redx12 used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:10AM] Redx12 used command ::home | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:12AM] Redx12 used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:13AM] Redx12 used command ::yell vote for tarn plox!!! 35/50! | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:14AM] Redx12 used command ::yell vote for tarn plox! | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:14AM] Redx12 used command ::yell lemme get a vboss before i leave work! | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:14AM] Redx12 used command ::yell yea this afternoon! | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:15AM] Redx12 used command ::yell vboss is amazing @all, vote plox k3k33k3k3k | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:15AM] Redx12 used command ::yell k3! | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:16AM] Redx12 used command ::yell vote plox!  | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:16AM] Redx12 used command ::yell got less than 20 til i leave work an will be gone til stream | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:16AM] Redx12 used command ::yell vote plox | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:16AM] Redx12 used command ::yell vboss b4 i log for a bit | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:17AM] Redx12 used command ::yell ty for voting | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:17AM] Redx12 used command ::yell Tarn #1 | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:17AM] Redx12 used command ::pos | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:17AM] Redx12 used command ::pos | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:18AM] Redx12 used command ::yell 45/50!!! vote plox! vboss before i log! | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:18AM] Redx12 used command ::yell K3 K3 | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:18AM] Redx12 used command ::yell 45/50 for vboss, lets pop all! k3  | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:18AM] Redx12 used command ::vote | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:19AM] Redx12 used command ::Vboss | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:20AM] Redx12 used command ::reward 1 all | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:20AM] Redx12 used command ::yell vbossss | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:21AM] Redx12 used command ::yell ty all  | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:22AM] Redx12 used command ::yell thank you @everyone!!!!!! | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:22AM] Redx12 used command ::yell keep voting for tarn! tarn #1 | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:22AM] Redx12 used command ::yell k3 k3 k3 | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:22AM] Redx12 used command ::home | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:22AM] Redx12 used command ::home | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:23AM] Redx12 used command ::yell not a 2x all  | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:23AM] Redx12 used command ::yell just wanted vboss before i left work k33333 | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:24AM] Redx12 used command ::perks | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:27AM] Redx12 used command ::yell double vote boss if its popped in 10 min? yo | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:27AM] Redx12 used command ::yell we 14/50\ | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:27AM] Redx12 used command ::yell lemme get another one before i leave work  | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:27AM] Redx12 used command ::yell cmon plox | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:28AM] Redx12 used command ::yell call your mom and in name vote your afk acc!!!! | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:28AM] Redx12 used command ::yell can vote once on your land line | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:28AM] Redx12 used command ::once on phone data | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:28AM] Redx12 used command ::yell once on phone data | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:28AM] Redx12 used command ::yell call your mom to vote on your afk acc | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:28AM] Redx12 used command ::yell 1 iron 1 norm 1 afk  | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:30AM] Redx12 used command ::yell momma gotta give you that free vote on ur afk!! | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:31AM] Redx12 used command ::yell vote plox | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:31AM] Redx12 used command ::yell had to check someone out mid broadcast lol | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:31AM] Redx12 used command ::yell vote plox! | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:31AM] Redx12 used command ::yell vboss before i leave work! | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:31AM] Redx12 used command ::yell 29/50 | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:31AM] Redx12 used command ::yell 5 minutes! :O  | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:31AM] Redx12 used command ::yell voteeee | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:31AM] Redx12 used command ::yell call your momma | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:31AM] Redx12 used command ::yell tarn #1 | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:32AM] Redx12 used command ::yell 29/50!!! vote plox | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:32AM] Redx12 used command ::yell u can have an iron, norm and afk acc | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:32AM] Redx12 used command ::yell 1 each! vote on your pc for one, phone for other | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:32AM] Redx12 used command ::yell call momma for afk one | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:33AM] Redx12 used command ::yell its gonna doubleeee | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:33AM] Redx12 used command ::yell vote plox! | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:34AM] Redx12 used command ::yell vote plox! | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:34AM] Redx12 used command ::yell yoooo 39/50! | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:34AM] Redx12 used command ::yell vote plox! | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:35AM] Redx12 used command ::veigar | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:35AM] Redx12 used command ::40/50!!!! vote plox | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:35AM] Redx12 used command ::yell 40/50!!! vote plox!  | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:36AM] Redx12 used command ::yell vote plox! | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:36AM] Redx12 used command ::yell 40/50!! | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:36AM] Redx12 used command ::yell 43/50!!!! | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:36AM] Redx12 used command ::yell vote plox!!!! | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:37AM] Redx12 used command ::yell 2 min!!!! | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:37AM] Redx12 used command ::yell vote plox! lets get 2 bosses!!!! | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:37AM] Redx12 used command ::yell go go go | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:37AM] Redx12 used command ::home | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:37AM] Redx12 used command ::yell tonights the night, oh wait. vote plox! | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:38AM] Redx12 used command ::yell 49/50! | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:38AM] Redx12 used command ::vboss | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:38AM] Redx12 used command ::yell vote plox!!! | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:38AM] Redx12 used command ::yell lets goooo  | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:38AM] Redx12 used command ::yell 49/50! | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:39AM] Redx12 used command ::yell so close | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:39AM] Redx12 used command ::yell :O | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:39AM] Redx12 used command ::yell ty all! | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:39AM] Redx12 used command ::yell Tarn #1 | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:39AM] Redx12 used command ::yell k3 k3 | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:40AM] Redx12 used command ::yell ty! | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:40AM] Redx12 used command ::yell good job everyone! | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:40AM] Redx12 used command ::yell you all rock :)  | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:40AM] Redx12 used command ::yell Tarn #1 | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:42AM] Redx12 used command ::yell ty all!  | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:42AM] Redx12 used command ::home | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:44AM] Redx12 used command ::veigar | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:44AM] Redx12 used command ::yell ty ty | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:49AM] Redx12 used command ::ninetails | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:53AM] Redx12 used command ::meruem | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:57AM] Redx12 used command ::golden | Player rights = FORSAKEN_DONATOR	
[4/27/23 05:02AM] Redx12 used command ::home | Player rights = FORSAKEN_DONATOR	
[4/27/23 05:02AM] Redx12 used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/27/23 05:05AM] Redx12 used command ::veigar | Player rights = FORSAKEN_DONATOR	
[4/27/23 05:05AM] Redx12 used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/27/23 05:05AM] Redx12 used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/27/23 05:06AM] Redx12 used command ::ninetails | Player rights = FORSAKEN_DONATOR	
[4/27/23 05:08AM] Redx12 used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/27/23 05:08AM] Redx12 used command ::meruem | Player rights = FORSAKEN_DONATOR	
[4/27/23 05:10AM] Redx12 used command ::home | Player rights = FORSAKEN_DONATOR	
[4/27/23 12:00PM] Redx12 used command ::yell yo! sup all k3 | Player rights = FORSAKEN_DONATOR	
[4/27/23 12:01PM] Redx12 used command ::dropoff | Player rights = FORSAKEN_DONATOR	
[4/27/23 12:01PM] Redx12 used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/27/23 12:02PM] Redx12 used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/27/23 12:05PM] Redx12 used command ::veigar | Player rights = FORSAKEN_DONATOR	
[4/27/23 12:06PM] Redx12 used command ::ninetails | Player rights = FORSAKEN_DONATOR	
[4/27/23 12:07PM] Redx12 used command ::golden | Player rights = FORSAKEN_DONATOR	
[4/27/23 12:09PM] Redx12 used command ::home | Player rights = FORSAKEN_DONATOR	
[4/27/23 12:11PM] Redx12 used command ::vote | Player rights = FORSAKEN_DONATOR	
[4/27/23 12:12PM] Redx12 used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/27/23 12:12PM] Redx12 used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/27/23 12:19PM] Redx12 used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/27/23 12:19PM] Redx12 used command ::home | Player rights = FORSAKEN_DONATOR	
[4/27/23 12:23PM] Redx12 used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/27/23 12:24PM] Redx12 used command ::yell vote for tarn plox! k3 | Player rights = FORSAKEN_DONATOR	
[4/27/23 12:24PM] Redx12 used command ::pos | Player rights = FORSAKEN_DONATOR	
[4/27/23 12:25PM] Redx12 used command ::pos | Player rights = FORSAKEN_DONATOR	
[4/27/23 12:25PM] Redx12 used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/27/23 12:25PM] Redx12 used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/27/23 12:26PM] Redx12 used command ::home | Player rights = FORSAKEN_DONATOR	
[4/27/23 12:27PM] Redx12 used command ::vboss | Player rights = FORSAKEN_DONATOR	
[4/27/23 12:29PM] Redx12 used command ::home | Player rights = FORSAKEN_DONATOR	
[4/27/23 12:29PM] Redx12 used command ::pos | Player rights = FORSAKEN_DONATOR	
[4/27/23 12:29PM] Redx12 used command ::pos | Player rights = FORSAKEN_DONATOR	
[4/27/23 12:33PM] Redx12 used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/27/23 12:35PM] Redx12 used command ::veigar | Player rights = FORSAKEN_DONATOR	
[4/27/23 12:35PM] Redx12 used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/27/23 12:37PM] Redx12 used command ::home | Player rights = FORSAKEN_DONATOR	
[4/27/23 12:37PM] Redx12 used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/27/23 12:38PM] Redx12 used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/27/23 12:39PM] Redx12 used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/27/23 12:40PM] Redx12 used command ::home | Player rights = FORSAKEN_DONATOR	
[4/27/23 12:41PM] Redx12 used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/27/23 12:47PM] Redx12 used command ::home | Player rights = FORSAKEN_DONATOR	
[4/27/23 12:48PM] Redx12 used command ::yell vote for tarn plox k3  | Player rights = FORSAKEN_DONATOR	
[4/27/23 12:48PM] Redx12 used command ::pos | Player rights = FORSAKEN_DONATOR	
[4/27/23 12:49PM] Redx12 used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/27/23 12:52PM] Redx12 used command ::home | Player rights = FORSAKEN_DONATOR	
[4/27/23 12:53PM] Redx12 used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/27/23 12:53PM] Redx12 used command ::pos | Player rights = FORSAKEN_DONATOR	
[4/27/23 12:53PM] Redx12 used command ::pos | Player rights = FORSAKEN_DONATOR	
[4/27/23 12:54PM] Redx12 used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/27/23 12:57PM] Redx12 used command ::home | Player rights = FORSAKEN_DONATOR	
[4/27/23 12:58PM] Redx12 used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/27/23 01:00PM] Redx12 used command ::yell vote plox 24/50! | Player rights = FORSAKEN_DONATOR	
[4/27/23 01:01PM] Redx12 used command ::home | Player rights = FORSAKEN_DONATOR	
[4/27/23 01:02PM] Redx12 used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/27/23 01:04PM] Redx12 used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/27/23 01:05PM] Redx12 used command ::veigar | Player rights = FORSAKEN_DONATOR	
[4/27/23 01:06PM] Redx12 used command ::ninetails | Player rights = FORSAKEN_DONATOR	
[4/27/23 01:07PM] Redx12 used command ::meruem | Player rights = FORSAKEN_DONATOR	
[4/27/23 01:09PM] Redx12 used command ::home | Player rights = FORSAKEN_DONATOR	
[4/27/23 01:09PM] Redx12 used command ::home | Player rights = FORSAKEN_DONATOR	
[4/27/23 01:11PM] Redx12 used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/27/23 01:12PM] Redx12 used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/27/23 01:15PM] Redx12 used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/27/23 01:16PM] Redx12 used command ::home | Player rights = FORSAKEN_DONATOR	
[4/27/23 01:22PM] Redx12 used command ::home | Player rights = FORSAKEN_DONATOR	
[4/27/23 01:26PM] Redx12 used command ::home | Player rights = FORSAKEN_DONATOR	
[4/27/23 01:31PM] Redx12 used command ::home | Player rights = FORSAKEN_DONATOR	
[4/27/23 01:35PM] Redx12 used command ::veigar | Player rights = FORSAKEN_DONATOR	
[4/27/23 01:35PM] Redx12 used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/27/23 01:36PM] Redx12 used command ::home | Player rights = FORSAKEN_DONATOR	
[4/27/23 01:36PM] Redx12 used command ::home | Player rights = FORSAKEN_DONATOR	
[4/27/23 01:38PM] Redx12 used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/27/23 01:38PM] Redx12 used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/27/23 01:40PM] Redx12 used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/27/23 01:40PM] Redx12 used command ::yell vote plox!!!  | Player rights = FORSAKEN_DONATOR	
[4/27/23 01:40PM] Redx12 used command ::yell 34/50! | Player rights = FORSAKEN_DONATOR	
[4/27/23 01:42PM] Redx12 used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/27/23 01:42PM] Redx12 used command ::home | Player rights = FORSAKEN_DONATOR	
[4/27/23 01:44PM] Redx12 used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/27/23 01:47PM] Redx12 used command ::home | Player rights = FORSAKEN_DONATOR	
[4/27/23 01:47PM] Redx12 used command ::yell vote plox 37/50  | Player rights = FORSAKEN_DONATOR	
[4/27/23 01:52PM] Redx12 used command ::home | Player rights = FORSAKEN_DONATOR	
[4/27/23 01:57PM] Redx12 used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/27/23 01:57PM] Redx12 used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/27/23 01:57PM] Redx12 used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/27/23 01:58PM] Redx12 used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/27/23 01:58PM] Redx12 used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/27/23 01:59PM] Redx12 used command ::vboss | Player rights = FORSAKEN_DONATOR	
[4/27/23 01:59PM] Redx12 used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/27/23 02:00PM] Redx12 used command ::yell ty for voting k3 k3 | Player rights = FORSAKEN_DONATOR	
[4/27/23 02:01PM] Redx12 used command ::home | Player rights = FORSAKEN_DONATOR	
[4/27/23 02:01PM] Redx12 used command ::home | Player rights = FORSAKEN_DONATOR	
[4/27/23 02:04PM] Redx12 used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/27/23 02:05PM] Redx12 used command ::veigar | Player rights = FORSAKEN_DONATOR	
[4/27/23 02:06PM] Redx12 used command ::ninetails | Player rights = FORSAKEN_DONATOR	
[4/27/23 02:08PM] Redx12 used command ::home | Player rights = FORSAKEN_DONATOR	
[4/27/23 02:10PM] Redx12 used command ::home | Player rights = FORSAKEN_DONATOR	
[4/27/23 02:11PM] Redx12 used command ::pos | Player rights = FORSAKEN_DONATOR	
[4/27/23 02:13PM] Redx12 used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/27/23 02:13PM] Redx12 used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/27/23 02:14PM] Redx12 used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/27/23 02:16PM] Redx12 used command ::pos | Player rights = FORSAKEN_DONATOR	
[4/27/23 02:16PM] Redx12 used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/27/23 02:17PM] Redx12 used command ::pos | Player rights = FORSAKEN_DONATOR	
[4/27/23 02:17PM] Redx12 used command ::pos | Player rights = FORSAKEN_DONATOR	
[4/27/23 02:17PM] Redx12 used command ::pos | Player rights = FORSAKEN_DONATOR	
[4/27/23 02:18PM] Redx12 used command ::home | Player rights = FORSAKEN_DONATOR	
[4/27/23 02:24PM] Redx12 used command ::yell vote plox k3 k3 | Player rights = FORSAKEN_DONATOR	
[4/27/23 02:25PM] Redx12 used command ::home | Player rights = FORSAKEN_DONATOR	
[4/27/23 02:30PM] Redx12 used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/27/23 02:31PM] Redx12 used command ::pos | Player rights = FORSAKEN_DONATOR	
[4/27/23 02:32PM] Redx12 used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/27/23 02:33PM] Redx12 used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/27/23 02:33PM] Redx12 used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/27/23 02:33PM] Redx12 used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/27/23 02:35PM] Redx12 used command ::veigar | Player rights = FORSAKEN_DONATOR	
[4/27/23 02:35PM] Redx12 used command ::yell vote for tarn plox k  | Player rights = FORSAKEN_DONATOR	
[4/27/23 02:35PM] Redx12 used command ::yell k3 | Player rights = FORSAKEN_DONATOR	
[4/27/23 02:36PM] Redx12 used command ::home | Player rights = FORSAKEN_DONATOR	
[4/27/23 02:46PM] Redx12 used command ::yell vote plox k3  | Player rights = FORSAKEN_DONATOR	
[4/27/23 02:46PM] Redx12 used command ::yell tarn #1 | Player rights = FORSAKEN_DONATOR	
[4/27/23 02:51PM] Redx12 used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/27/23 02:53PM] Redx12 used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/27/23 03:05PM] Redx12 used command ::veigar | Player rights = FORSAKEN_DONATOR	
[4/27/23 03:06PM] Redx12 used command ::ninetails | Player rights = FORSAKEN_DONATOR	
[4/27/23 03:07PM] Redx12 used command ::meruem | Player rights = FORSAKEN_DONATOR	
[4/27/23 03:08PM] Redx12 used command ::golden | Player rights = FORSAKEN_DONATOR	
[4/27/23 03:09PM] Redx12 used command ::home | Player rights = FORSAKEN_DONATOR	
[4/27/23 03:09PM] Redx12 used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/27/23 03:12PM] Redx12 used command ::kills | Player rights = FORSAKEN_DONATOR	
[4/27/23 03:17PM] Redx12 used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/27/23 03:35PM] Redx12 used command ::veigar | Player rights = FORSAKEN_DONATOR	
[4/27/23 03:35PM] Redx12 used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/27/23 03:36PM] Redx12 used command ::yell vote plox! tarn #1 | Player rights = FORSAKEN_DONATOR	
[4/27/23 03:36PM] Redx12 used command ::yell k3 k3 k3 | Player rights = FORSAKEN_DONATOR	
[4/27/23 03:36PM] Redx12 used command ::yell 46/50!!!! | Player rights = FORSAKEN_DONATOR	
[4/27/23 03:36PM] Redx12 used command ::yell lets goooooo! k3 k3 k3 | Player rights = FORSAKEN_DONATOR	
[4/27/23 03:36PM] Redx12 used command ::home | Player rights = FORSAKEN_DONATOR	
[4/27/23 03:38PM] Redx12 used command ::vboss | Player rights = FORSAKEN_DONATOR	
[4/27/23 03:38PM] Redx12 used command ::yell ty!!!!  | Player rights = FORSAKEN_DONATOR	
[4/27/23 03:38PM] Redx12 used command ::yell k3 k3  | Player rights = FORSAKEN_DONATOR	
[4/27/23 03:38PM] Redx12 used command ::yell Tarn #1 | Player rights = FORSAKEN_DONATOR	
[4/27/23 03:39PM] Redx12 used command ::home | Player rights = FORSAKEN_DONATOR	
[4/27/23 03:39PM] Redx12 used command ::yell keep voting k3 k3 :)  | Player rights = FORSAKEN_DONATOR	
[4/27/23 03:39PM] Redx12 used command ::home | Player rights = FORSAKEN_DONATOR	
[4/27/23 03:41PM] Redx12 used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/27/23 03:45PM] Redx12 used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/27/23 03:49PM] Redx12 used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/27/23 03:50PM] Redx12 used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/27/23 03:50PM] Redx12 used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/27/23 03:55PM] Redx12 used command ::pos | Player rights = FORSAKEN_DONATOR	
[4/27/23 03:56PM] Redx12 used command ::yell vote plox!! l3  | Player rights = FORSAKEN_DONATOR	
[4/27/23 03:56PM] Redx12 used command ::yell k3  | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:03PM] Redx12 used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:05PM] Redx12 used command ::veigar | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:06PM] Redx12 used command ::ninetails | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:06PM] Redx12 used command ::yell vote plox k3 k3 k3 | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:06PM] Redx12 used command ::yell 30/50 | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:07PM] Redx12 used command ::home | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:13PM] Redx12 used command ::yell sad live on yt @ ::discord - media - hosting raids!!!! | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:17PM] Redx12 used command ::yell sad live on yt @ ::discord - media - hosting raids! 2x2 aoe  | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:17PM] Redx12 used command ::yell available now  | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:25PM] Redx12 used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:27PM] Redx12 used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:27PM] Redx12 used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:27PM] Redx12 used command ::vboss | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:29PM] Redx12 used command ::yell ty ty  | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:29PM] Redx12 used command ::yell keep voting plox k3 k3  | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:29PM] Redx12 used command ::yell sad live on yt @ ::discord - media, hosting raids!!! | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:30PM] Redx12 used command ::home | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:30PM] Redx12 used command ::pos | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:32PM] Redx12 used command ::pos | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:32PM] Redx12 used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:32PM] Redx12 used command ::pos | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:34PM] Redx12 used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:34PM] Redx12 used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:35PM] Redx12 used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:35PM] Redx12 used command ::veigar | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:37PM] Redx12 used command ::home | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:37PM] Redx12 used command ::bank | Player rights = FORSAKEN_DONATOR	
[4/27/23 04:53PM] Redx12 used command ::yell sad live on yt @ ::discord - media - hosting raids!  | Player rights = FORSAKEN_DONATOR	
[4/27/23 05:00PM] Redx12 used command ::veigar | Player rights = FORSAKEN_DONATOR	
