[4/16/23 09:55PM] Sad used command ::refer ents | Player rights = PLAYER	
[4/26/23 03:05PM] Sad used command ::veigar | Player rights = HELPER	
[4/26/23 03:05PM] Sad used command ::ninetails | Player rights = HELPER	
[4/26/23 03:07PM] Sad used command ::muruem | Player rights = HELPER	
[4/26/23 03:09PM] Sad used command ::home | Player rights = HELPER	
[4/26/23 03:21PM] Sad used command ::yell ty for support@@@ | Player rights = HELPER	
[4/26/23 03:22PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 03:22PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 03:26PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 03:35PM] Sad used command ::veigar | Player rights = HELPER	
[4/26/23 03:37PM] Sad used command ::home | Player rights = HELPER	
[4/26/23 03:37PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 05:50PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 05:51PM] Sad used command ::dropoff | Player rights = HELPER	
[4/26/23 05:53PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 05:59PM] Sad used command ::yell dont forget to ::vote! show the server some love and get $$ drops  | Player rights = HELPER	
[4/26/23 05:59PM] Sad used command ::yell ::reward 1 all to claim your vote | Player rights = HELPER	
[4/26/23 06:04PM] Sad used command ::veigar | Player rights = HELPER	
[4/26/23 06:04PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 06:04PM] Sad used command ::pos | Player rights = HELPER	
[4/26/23 06:09PM] Sad used command ::home | Player rights = HELPER	
[4/26/23 06:21PM] Sad used command ::dropoff | Player rights = HELPER	
[4/26/23 06:26PM] Sad used command ::teleto powers | Player rights = HELPER	
[4/26/23 06:30PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 06:33PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 06:33PM] Sad used command ::pos | Player rights = HELPER	
[4/26/23 06:34PM] Sad used command ::pos | Player rights = HELPER	
[4/26/23 06:35PM] Sad used command ::veigar | Player rights = HELPER	
[4/26/23 06:35PM] Sad used command ::teletme seittit gib | Player rights = HELPER	
[4/26/23 06:35PM] Sad used command ::teletome seittit gib | Player rights = HELPER	
[4/26/23 06:36PM] Sad used command ::pos | Player rights = HELPER	
[4/26/23 06:36PM] Sad used command ::pos | Player rights = HELPER	
[4/26/23 06:37PM] Sad used command ::home | Player rights = HELPER	
[4/26/23 06:40PM] Sad used command ::pos | Player rights = HELPER	
[4/26/23 07:46PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 07:47PM] Sad used command ::pos | Player rights = HELPER	
[4/26/23 07:48PM] Sad used command ::dropoff | Player rights = HELPER	
[4/26/23 07:49PM] Sad used command ::vboss | Player rights = HELPER	
[4/26/23 07:51PM] Sad used command ::pos | Player rights = HELPER	
[4/26/23 07:51PM] Sad used command ::home | Player rights = HELPER	
[4/26/23 07:52PM] Sad used command ::pos | Player rights = HELPER	
[4/26/23 08:00PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 08:06PM] Sad used command ::veigar | Player rights = HELPER	
[4/26/23 08:14PM] Sad used command ::yell come join my stream for chill vibes (no mic) just music :) | Player rights = HELPER	
[4/26/23 08:15PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 08:19PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 08:20PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 08:20PM] Sad used command ::pos | Player rights = HELPER	
[4/26/23 08:26PM] Sad used command ::pos | Player rights = HELPER	
[4/26/23 08:26PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 08:26PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 08:28PM] Sad used command ::pos | Player rights = HELPER	
[4/26/23 08:30PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 08:32PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 08:34PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 08:36PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 08:42PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 08:43PM] Sad used command ::pos | Player rights = HELPER	
[4/26/23 08:43PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 08:43PM] Sad used command ::pos | Player rights = HELPER	
[4/26/23 08:43PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 08:47PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 08:49PM] Sad used command ::yell k3 | Player rights = HELPER	
[4/26/23 08:49PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 08:52PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 08:53PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 08:55PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 08:58PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 09:04PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 09:04PM] Sad used command ::pos | Player rights = HELPER	
[4/26/23 09:05PM] Sad used command ::veigar | Player rights = HELPER	
[4/26/23 09:05PM] Sad used command ::pos | Player rights = HELPER	
[4/26/23 09:05PM] Sad used command ::pos | Player rights = HELPER	
[4/26/23 09:05PM] Sad used command ::pos | Player rights = HELPER	
[4/26/23 09:08PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 09:08PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 09:11PM] Sad used command ::teletome roger | Player rights = HELPER	
[4/26/23 09:11PM] Sad used command ::home | Player rights = HELPER	
[4/26/23 09:12PM] Sad used command ::yell spots open at raids@@ | Player rights = HELPER	
[4/26/23 09:13PM] Sad used command ::pos | Player rights = HELPER	
[4/26/23 09:15PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 09:17PM] Sad used command ::yell spots open at raids!! come get your 2x2 and extra equip slots | Player rights = HELPER	
[4/26/23 09:21PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 09:22PM] Sad used command ::yell ::vote to show some love! | Player rights = HELPER	
[4/26/23 09:23PM] Sad used command ::mute loonasee 1h | Player rights = HELPER	
[4/26/23 09:23PM] Sad used command ::mute loonasee 6h | Player rights = HELPER	
[4/26/23 09:23PM] Sad used command ::mute 6h loonasee | Player rights = HELPER	
[4/26/23 09:24PM] Sad used command ::mute 6h afk soup | Player rights = HELPER	
[4/26/23 09:27PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 09:29PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 09:29PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 09:30PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 09:35PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 09:37PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 09:38PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 09:41PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 09:43PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 09:45PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 09:45PM] Sad used command ::yell tarn #1 | Player rights = HELPER	
[4/26/23 09:47PM] Sad used command ::vboss | Player rights = HELPER	
[4/26/23 09:51PM] Sad used command ::pos | Player rights = HELPER	
[4/26/23 09:52PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 09:55PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 09:59PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 10:01PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 10:04PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 10:05PM] Sad used command ::veigar | Player rights = HELPER	
[4/26/23 10:17PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 10:19PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 10:20PM] Sad used command ::pos | Player rights = HELPER	
[4/26/23 10:22PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 10:24PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 10:26PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 10:28PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 10:32PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 10:34PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 10:35PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 10:41PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 10:43PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 10:45PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 10:47PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 10:49PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 10:57PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 10:59PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 11:03PM] Sad used command ::veigar | Player rights = HELPER	
[4/26/23 11:04PM] Sad used command ::yell ::veigar | Player rights = HELPER	
[4/26/23 11:07PM] Sad used command ::ninetails | Player rights = HELPER	
[4/26/23 11:08PM] Sad used command ::dropoff | Player rights = HELPER	
[4/26/23 11:11PM] Sad used command ::yell ::discord - media for a chill stream :) | Player rights = HELPER	
[4/26/23 11:12PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 11:16PM] Sad used command ::yell ::reward 1 all to claim | Player rights = HELPER	
[4/26/23 11:17PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 11:17PM] Sad used command ::pos | Player rights = HELPER	
[4/26/23 11:17PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 11:17PM] Sad used command ::pos | Player rights = HELPER	
[4/26/23 11:20PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 11:21PM] Sad used command ::vboss | Player rights = HELPER	
[4/26/23 11:26PM] Sad used command ::pos | Player rights = HELPER	
[4/26/23 11:29PM] Sad used command ::yell if you need raids im hosting atm, come get your aoe and equip slots :) | Player rights = HELPER	
[4/26/23 11:30PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 11:32PM] Sad used command ::yell raid starting soon! | Player rights = HELPER	
[4/26/23 11:39PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 11:41PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 11:42PM] Sad used command ::yell dont forget to ::vote for the best community in rsps! | Player rights = HELPER	
[4/26/23 11:42PM] Sad used command ::yell ::reward 1 all to claim your votes | Player rights = HELPER	
[4/26/23 11:43PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 11:45PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 11:47PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 11:50PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 11:52PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 11:55PM] Sad used command ::vboss | Player rights = HELPER	
[4/26/23 11:55PM] Sad used command ::bank | Player rights = HELPER	
[4/26/23 11:55PM] Sad used command ::pos | Player rights = HELPER	
[4/26/23 11:56PM] Sad used command ::vote | Player rights = HELPER	
[4/26/23 11:57PM] Sad used command ::yell voting atm! come ::vboss | Player rights = HELPER	
[4/26/23 11:58PM] Sad used command ::reward 1 all | Player rights = HELPER	
[4/27/23 12:05AM] Sad used command ::veigar | Player rights = HELPER	
[4/27/23 12:05AM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 12:05AM] Sad used command ::pos | Player rights = HELPER	
[4/27/23 12:06AM] Sad used command ::dropoff | Player rights = HELPER	
[4/27/23 12:11AM] Sad used command ::pos | Player rights = HELPER	
[4/27/23 12:17AM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 12:18AM] Sad used command ::yell ::discord - media for a chill stream! we're 4 hours in@ | Player rights = HELPER	
[4/27/23 12:21AM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 12:23AM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 12:25AM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 12:27AM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 12:29AM] Sad used command ::pos | Player rights = HELPER	
[4/27/23 12:29AM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 12:29AM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 12:29AM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 12:30AM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 12:31AM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 12:33AM] Sad used command ::veigar | Player rights = HELPER	
[4/27/23 12:33AM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 12:33AM] Sad used command ::yell ::veigar | Player rights = HELPER	
[4/27/23 12:35AM] Sad used command ::pos | Player rights = HELPER	
[4/27/23 12:39AM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 12:41AM] Sad used command ::pos | Player rights = HELPER	
[4/27/23 12:43AM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 12:48AM] Sad used command ::home | Player rights = HELPER	
[4/27/23 12:48AM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 12:50AM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 12:51AM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 12:54AM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 12:54AM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 12:58AM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 01:00AM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 01:02AM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 01:03AM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 01:05AM] Sad used command ::veigar | Player rights = HELPER	
[4/27/23 01:05AM] Sad used command ::pos | Player rights = HELPER	
[4/27/23 01:06AM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 01:06AM] Sad used command ::teletome slayer | Player rights = HELPER	
[4/27/23 01:07AM] Sad used command ::ninetails | Player rights = HELPER	
[4/27/23 01:11AM] Sad used command ::pos | Player rights = HELPER	
[4/27/23 01:17AM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 01:19AM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 01:20AM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 01:20AM] Sad used command ::pos | Player rights = HELPER	
[4/27/23 01:21AM] Sad used command ::teletome vaasje | Player rights = HELPER	
[4/27/23 01:22AM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 01:22AM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 01:25AM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 01:25AM] Sad used command ::home | Player rights = HELPER	
[4/27/23 01:25AM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 01:26AM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 01:32AM] Sad used command ::teleto ceo of nex | Player rights = HELPER	
[4/27/23 01:33AM] Sad used command ::home | Player rights = HELPER	
[4/27/23 01:34AM] Sad used command ::teleto vaasje | Player rights = HELPER	
[4/27/23 01:35AM] Sad used command ::veigar | Player rights = HELPER	
[4/27/23 01:37AM] Sad used command ::vboss | Player rights = HELPER	
[4/27/23 01:39AM] Sad used command ::pos | Player rights = HELPER	
[4/27/23 01:39AM] Sad used command ::home | Player rights = HELPER	
[4/27/23 06:10AM] Sad used command ::home | Player rights = HELPER	
[4/27/23 06:10AM] Sad used command ::pos | Player rights = HELPER	
[4/27/23 06:10AM] Sad used command ::pos | Player rights = HELPER	
[4/27/23 06:11AM] Sad used command ::pos | Player rights = HELPER	
[4/27/23 06:26AM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 06:28AM] Sad used command ::pos | Player rights = HELPER	
[4/27/23 06:30AM] Sad used command ::vboss | Player rights = HELPER	
[4/27/23 02:16PM] Sad used command ::dropoff | Player rights = HELPER	
[4/27/23 02:25PM] Sad used command ::pos | Player rights = HELPER	
[4/27/23 02:29PM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 02:35PM] Sad used command ::yell ::vote to show the server love! guaranteed $ scrolls on vboss :) | Player rights = HELPER	
[4/27/23 02:42PM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 02:51PM] Sad used command ::teleto loonasee | Player rights = HELPER	
[4/27/23 02:54PM] Sad used command ::kick loonasee | Player rights = HELPER	
[4/27/23 02:56PM] Sad used command ::home | Player rights = HELPER	
[4/27/23 02:56PM] Sad used command ::teletome loonasee | Player rights = HELPER	
[4/27/23 02:56PM] Sad used command ::teletome loonasee | Player rights = HELPER	
[4/27/23 02:57PM] Sad used command ::pos | Player rights = HELPER	
[4/27/23 02:59PM] Sad used command ::pos | Player rights = HELPER	
[4/27/23 03:00PM] Sad used command ::veigar | Player rights = HELPER	
[4/27/23 03:09PM] Sad used command ::home | Player rights = HELPER	
[4/27/23 03:12PM] Sad used command ::kills | Player rights = HELPER	
[4/27/23 03:17PM] Sad used command ::kick 3 | Player rights = HELPER	
[4/27/23 03:23PM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 03:24PM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 03:25PM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 03:25PM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 03:30PM] Sad used command ::yell anyone need raids come join us :) | Player rights = HELPER	
[4/27/23 03:31PM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 03:57PM] Sad used command ::yell all to raids@@@ | Player rights = HELPER	
[4/27/23 04:05PM] Sad used command ::yell stream is up! ::discord - media  | Player rights = HELPER	
[4/27/23 04:05PM] Sad used command ::veigar | Player rights = HELPER	
[4/27/23 04:06PM] Sad used command ::dropoff | Player rights = HELPER	
[4/27/23 04:09PM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 04:11PM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 04:13PM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 04:14PM] Sad used command ::yell 36/50 for vboss! ::vote to show the server some love | Player rights = HELPER	
[4/27/23 04:15PM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 04:18PM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 04:22PM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 04:24PM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 04:27PM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 04:28PM] Sad used command ::vboss | Player rights = HELPER	
[4/27/23 04:28PM] Sad used command ::teletome purple17 | Player rights = HELPER	
[4/27/23 04:28PM] Sad used command ::teletome thynoname | Player rights = HELPER	
[4/27/23 04:29PM] Sad used command ::yell tarn has the best community k3 make sure to ::vote | Player rights = HELPER	
[4/27/23 04:36PM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 04:36PM] Sad used command ::pos | Player rights = HELPER	
[4/27/23 04:42PM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 04:44PM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 04:46PM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 04:50PM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 04:50PM] Sad used command ::maxhit | Player rights = HELPER	
[4/27/23 04:52PM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 04:54PM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 04:56PM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 04:57PM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 04:57PM] Sad used command ::pos | Player rights = HELPER	
[4/27/23 05:00PM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 05:00PM] Sad used command ::veigar | Player rights = HELPER	
[4/27/23 05:01PM] Sad used command ::vboss | Player rights = HELPER	
[4/27/23 05:01PM] Sad used command :: ::vboss then globals | Player rights = HELPER	
[4/27/23 05:01PM] Sad used command ::yell ::vboss then globals | Player rights = HELPER	
[4/27/23 05:08PM] Sad used command ::pos | Player rights = HELPER	
[4/27/23 05:12PM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 05:14PM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 05:19PM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 05:21PM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 05:22PM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 05:27PM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 05:29PM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 05:31PM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 05:31PM] Sad used command ::home | Player rights = HELPER	
[4/27/23 05:31PM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 05:35PM] Sad used command ::veigar | Player rights = HELPER	
[4/27/23 05:36PM] Sad used command ::pos | Player rights = HELPER	
[4/27/23 05:36PM] Sad used command ::home | Player rights = HELPER	
[4/27/23 05:41PM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 05:42PM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 05:48PM] Sad used command ::vboss | Player rights = HELPER	
[4/27/23 05:49PM] Sad used command ::home | Player rights = HELPER	
[4/27/23 05:49PM] Sad used command ::pos | Player rights = HELPER	
[4/27/23 05:49PM] Sad used command ::pos | Player rights = HELPER	
[4/27/23 05:53PM] Sad used command ::yell @kabal tv for giveaways and chill vibes!! | Player rights = HELPER	
[4/27/23 05:54PM] Sad used command ::pos | Player rights = HELPER	
[4/27/23 05:55PM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 06:01PM] Sad used command ::yell huge giveaways @kabal tv :) | Player rights = HELPER	
[4/27/23 06:01PM] Sad used command ::yell dont forget to ::vote!  | Player rights = HELPER	
[4/27/23 06:01PM] Sad used command ::yell ::reward 1 all to claim your votes | Player rights = HELPER	
[4/27/23 06:04PM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 06:04PM] Sad used command ::pos | Player rights = HELPER	
[4/27/23 06:05PM] Sad used command ::veigar | Player rights = HELPER	
[4/27/23 06:07PM] Sad used command ::pos | Player rights = HELPER	
[4/27/23 06:09PM] Sad used command ::pos | Player rights = HELPER	
[4/27/23 06:10PM] Sad used command ::home | Player rights = HELPER	
[4/27/23 06:20PM] Sad used command ::home | Player rights = HELPER	
[4/27/23 06:23PM] Sad used command ::kick sletje | Player rights = HELPER	
[4/27/23 06:35PM] Sad used command ::veigar | Player rights = HELPER	
[4/27/23 06:36PM] Sad used command ::home | Player rights = HELPER	
[4/27/23 06:39PM] Sad used command ::yell ::vote for juicy rewards and to show server love :)  | Player rights = HELPER	
[4/27/23 06:39PM] Sad used command ::yell ::reward 1 all to claim your votes | Player rights = HELPER	
[4/27/23 06:41PM] Sad used command ::vboss | Player rights = HELPER	
[4/27/23 06:42PM] Sad used command ::home | Player rights = HELPER	
[4/27/23 06:43PM] Sad used command ::vboss | Player rights = HELPER	
[4/27/23 06:44PM] Sad used command ::home | Player rights = HELPER	
[4/27/23 07:05PM] Sad used command ::veigar | Player rights = HELPER	
[4/27/23 07:09PM] Sad used command ::home | Player rights = HELPER	
[4/27/23 07:09PM] Sad used command ::home | Player rights = HELPER	
[4/27/23 07:09PM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 07:10PM] Sad used command ::home | Player rights = HELPER	
[4/27/23 07:11PM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 07:13PM] Sad used command ::teletome wcpk3r | Player rights = HELPER	
[4/27/23 07:17PM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 07:18PM] Sad used command ::pos | Player rights = HELPER	
[4/27/23 07:20PM] Sad used command ::pos | Player rights = HELPER	
[4/27/23 07:21PM] Sad used command ::pos | Player rights = HELPER	
[4/27/23 07:34PM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 07:35PM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 07:35PM] Sad used command ::veigar | Player rights = HELPER	
[4/27/23 07:37PM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 07:37PM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 07:38PM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 07:38PM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 07:39PM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 07:40PM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 07:40PM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 07:40PM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 07:41PM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 07:42PM] Sad used command ::yell tune in to @redx12 on yt for giveaways and raids@@@ | Player rights = HELPER	
[4/27/23 07:46PM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 07:47PM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 07:47PM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 07:49PM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 07:50PM] Sad used command ::teletome xenon | Player rights = HELPER	
[4/27/23 07:51PM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 07:51PM] Sad used command ::teletome xenon | Player rights = HELPER	
[4/27/23 07:56PM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 07:58PM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 07:59PM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 08:01PM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 08:07PM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 08:08PM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 08:10PM] Sad used command ::vboss | Player rights = HELPER	
[4/27/23 08:11PM] Sad used command ::pos | Player rights = HELPER	
[4/27/23 08:11PM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 08:14PM] Sad used command ::yell tune in to @redx12 on yt for giveaways and raids! | Player rights = HELPER	
[4/27/23 08:14PM] Sad used command ::yell ::vote for guaranteed $ drops and server support k3 | Player rights = HELPER	
[4/27/23 08:14PM] Sad used command ::yell ::reward 1 all to claim | Player rights = HELPER	
[4/27/23 08:15PM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 08:17PM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 08:21PM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 08:25PM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 08:27PM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 08:29PM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 08:29PM] Sad used command ::yell if anyone needs raids kc red is hosting@ | Player rights = HELPER	
[4/27/23 08:29PM] Sad used command ::yell make sure to ::vote! | Player rights = HELPER	
[4/27/23 08:31PM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 08:33PM] Sad used command ::yell make sure to :vote for server support and guaranteed $ drops! | Player rights = HELPER	
[4/27/23 08:34PM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 08:41PM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 08:43PM] Sad used command ::home | Player rights = HELPER	
[4/27/23 08:44PM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 08:48PM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 08:53PM] Sad used command ::teleto wreckonin | Player rights = HELPER	
[4/27/23 08:54PM] Sad used command ::vboss | Player rights = HELPER	
[4/27/23 08:57PM] Sad used command ::pos | Player rights = HELPER	
[4/27/23 08:57PM] Sad used command ::bank | Player rights = HELPER	
[4/27/23 08:57PM] Sad used command ::home | Player rights = HELPER	
[4/27/23 09:05PM] Sad used command ::veigar | Player rights = HELPER	
[4/27/23 09:05PM] Sad used command ::yell ^ | Player rights = HELPER	
[4/27/23 09:08PM] Sad used command ::yell ::muruem | Player rights = HELPER	
[4/27/23 09:11PM] Sad used command ::home | Player rights = HELPER	
[4/27/23 09:12PM] Sad used command ::pos | Player rights = HELPER	
[4/27/23 09:12PM] Sad used command ::pos | Player rights = HELPER	
[4/27/23 09:31PM] Sad used command ::teleto wreckonin | Player rights = HELPER	
