[4/15/23 06:34AM] Ruthie used command ::vote | Player rights = PLAYER	
[4/20/23 01:43PM] Ruthie used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/20/23 01:44PM] Ruthie used command ::yell votes and $ scrolls my pos cheapest | Player rights = MYSTICAL_DONATOR	
[4/20/23 02:50PM] Ruthie used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/20/23 02:50PM] Ruthie used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/20/23 02:50PM] Ruthie used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/20/23 02:51PM] Ruthie used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/20/23 02:54PM] Ruthie used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/20/23 02:54PM] Ruthie used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/20/23 02:55PM] Ruthie used command ::Reward 1 | Player rights = MYSTICAL_DONATOR	
[4/20/23 02:55PM] Ruthie used command ::reward 1 | Player rights = MYSTICAL_DONATOR	
[4/20/23 02:57PM] Ruthie used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/20/23 03:02PM] Ruthie used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/20/23 03:19PM] Ruthie used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/20/23 03:20PM] Ruthie used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/20/23 03:21PM] Ruthie used command ::golden | Player rights = MYSTICAL_DONATOR	
[4/20/23 03:22PM] Ruthie used command ::meruem | Player rights = MYSTICAL_DONATOR	
[4/20/23 03:22PM] Ruthie used command ::golden | Player rights = MYSTICAL_DONATOR	
[4/20/23 03:49PM] Ruthie used command ::Vegigar | Player rights = MYSTICAL_DONATOR	
[4/20/23 03:49PM] Ruthie used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/20/23 03:49PM] Ruthie used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/20/23 03:49PM] Ruthie used command ::Veigar | Player rights = MYSTICAL_DONATOR	
[4/20/23 03:49PM] Ruthie used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/20/23 03:49PM] Ruthie used command ::Veigar | Player rights = MYSTICAL_DONATOR	
[4/20/23 03:49PM] Ruthie used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/20/23 03:56PM] Ruthie used command ::meruem | Player rights = MYSTICAL_DONATOR	
[4/20/23 03:56PM] Ruthie used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/20/23 04:19PM] Ruthie used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/20/23 04:20PM] Ruthie used command ::ninteails | Player rights = MYSTICAL_DONATOR	
[4/20/23 04:20PM] Ruthie used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/20/23 04:24PM] Ruthie used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/20/23 04:43PM] Ruthie used command ::vboss | Player rights = MYSTICAL_DONATOR	
[4/20/23 04:44PM] Ruthie used command ::vboss | Player rights = MYSTICAL_DONATOR	
[4/20/23 04:45PM] Ruthie used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/20/23 04:46PM] Ruthie used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/20/23 04:47PM] Ruthie used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/20/23 04:47PM] Ruthie used command ::Yell 70 votes my pos cheaper than anybodies 39k ea | Player rights = MYSTICAL_DONATOR	
[4/20/23 04:48PM] Ruthie used command ::Veigar | Player rights = MYSTICAL_DONATOR	
[4/20/23 04:48PM] Ruthie used command ::yell votes my pos 39k ea cheaper than every1 | Player rights = MYSTICAL_DONATOR	
[4/20/23 04:48PM] Ruthie used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/20/23 04:51PM] Ruthie used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/20/23 04:58PM] Ruthie used command ::yell arab, thank you for the huge buyout in my pos, blessed me :) | Player rights = MYSTICAL_DONATOR	
[4/20/23 04:58PM] Ruthie used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/20/23 04:58PM] Ruthie used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/20/23 05:02PM] Ruthie used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/20/23 05:07PM] Ruthie used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/20/23 05:07PM] Ruthie used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/20/23 05:11PM] Ruthie used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/20/23 05:19PM] Ruthie used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/20/23 05:20PM] Ruthie used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/20/23 05:21PM] Ruthie used command ::meruem | Player rights = MYSTICAL_DONATOR	
[4/20/23 05:29PM] Ruthie used command ::vboss | Player rights = MYSTICAL_DONATOR	
[4/20/23 05:30PM] Ruthie used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/20/23 05:33PM] Ruthie used command ::yellowevent | Player rights = MYSTICAL_DONATOR	
[4/20/23 09:14PM] Ruthie used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/20/23 09:16PM] Ruthie used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/20/23 09:17PM] Ruthie used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/20/23 09:23PM] Ruthie used command ::Vboss | Player rights = MYSTICAL_DONATOR	
[4/20/23 09:25PM] Ruthie used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/20/23 09:32PM] Ruthie used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/20/23 09:32PM] Ruthie used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/20/23 09:34PM] Ruthie used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/20/23 09:34PM] Ruthie used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/20/23 09:36PM] Ruthie used command ::meruem | Player rights = MYSTICAL_DONATOR	
[4/20/23 09:36PM] Ruthie used command ::golden | Player rights = MYSTICAL_DONATOR	
[4/20/23 09:52PM] Ruthie used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/20/23 09:53PM] Ruthie used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/20/23 09:53PM] Ruthie used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/20/23 09:54PM] Ruthie used command ::vboss | Player rights = MYSTICAL_DONATOR	
[4/20/23 09:58PM] Ruthie used command ::POS | Player rights = MYSTICAL_DONATOR	
[4/20/23 10:01PM] Ruthie used command ::POS | Player rights = MYSTICAL_DONATOR	
[4/20/23 10:03PM] Ruthie used command ::VEIGAR | Player rights = MYSTICAL_DONATOR	
[4/20/23 10:08PM] Ruthie used command ::pow | Player rights = MYSTICAL_DONATOR	
[4/20/23 10:08PM] Ruthie used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/20/23 10:16PM] Ruthie used command ::yell gzzzzzzzz | Player rights = MYSTICAL_DONATOR	
[4/20/23 10:16PM] Ruthie used command ::yell noble hm 4 staff pm? | Player rights = MYSTICAL_DONATOR	
[4/20/23 10:18PM] Ruthie used command ::home | Player rights = MYSTICAL_DONATOR	
[4/20/23 10:19PM] Ruthie used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/20/23 10:20PM] Ruthie used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/20/23 10:22PM] Ruthie used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/20/23 10:38PM] Ruthie used command ::Vboss | Player rights = MYSTICAL_DONATOR	
[4/21/23 07:33AM] Ruthie used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/21/23 07:33AM] Ruthie used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/21/23 07:33AM] Ruthie used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/21/23 07:33AM] Ruthie used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/21/23 07:34AM] Ruthie used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/21/23 07:35AM] Ruthie used command ::meruem | Player rights = MYSTICAL_DONATOR	
[4/21/23 07:35AM] Ruthie used command ::golden | Player rights = MYSTICAL_DONATOR	
[4/21/23 07:35AM] Ruthie used command ::Vboss | Player rights = MYSTICAL_DONATOR	
[4/21/23 08:25AM] Ruthie used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/21/23 08:25AM] Ruthie used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/21/23 08:27AM] Ruthie used command ::reward 1 | Player rights = MYSTICAL_DONATOR	
[4/21/23 08:27AM] Ruthie used command ::reward 1 | Player rights = MYSTICAL_DONATOR	
[4/21/23 08:27AM] Ruthie used command ::vote | Player rights = MYSTICAL_DONATOR	
[4/21/23 08:28AM] Ruthie used command ::Veigar | Player rights = MYSTICAL_DONATOR	
[4/21/23 08:29AM] Ruthie used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/21/23 08:29AM] Ruthie used command ::meruem | Player rights = MYSTICAL_DONATOR	
[4/21/23 08:30AM] Ruthie used command ::reward 1 | Player rights = MYSTICAL_DONATOR	
[4/21/23 08:30AM] Ruthie used command ::reward 1 | Player rights = MYSTICAL_DONATOR	
[4/21/23 08:30AM] Ruthie used command ::reward 1 | Player rights = MYSTICAL_DONATOR	
[4/21/23 08:30AM] Ruthie used command ::reward 1 | Player rights = MYSTICAL_DONATOR	
[4/21/23 08:30AM] Ruthie used command ::reward 1 | Player rights = MYSTICAL_DONATOR	
[4/21/23 08:30AM] Ruthie used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/21/23 08:31AM] Ruthie used command ::golden | Player rights = MYSTICAL_DONATOR	
[4/21/23 08:31AM] Ruthie used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/21/23 08:31AM] Ruthie used command ::Reward 1 | Player rights = MYSTICAL_DONATOR	
[4/21/23 08:31AM] Ruthie used command ::reward 1 | Player rights = MYSTICAL_DONATOR	
[4/21/23 08:31AM] Ruthie used command ::reward 1 | Player rights = MYSTICAL_DONATOR	
[4/21/23 08:32AM] Ruthie used command ::golden | Player rights = MYSTICAL_DONATOR	
[4/21/23 08:32AM] Ruthie used command ::Veigar | Player rights = MYSTICAL_DONATOR	
[4/21/23 08:33AM] Ruthie used command ::Vboss | Player rights = MYSTICAL_DONATOR	
[4/21/23 08:34AM] Ruthie used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/21/23 08:35AM] Ruthie used command ::meruem | Player rights = MYSTICAL_DONATOR	
[4/21/23 08:35AM] Ruthie used command :: | Player rights = MYSTICAL_DONATOR	
[4/21/23 08:35AM] Ruthie used command ::Vboss | Player rights = MYSTICAL_DONATOR	
[4/21/23 08:36AM] Ruthie used command ::golden | Player rights = MYSTICAL_DONATOR	
[4/21/23 08:36AM] Ruthie used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/21/23 08:37AM] Ruthie used command ::vboss | Player rights = MYSTICAL_DONATOR	
[4/21/23 08:37AM] Ruthie used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/21/23 08:39AM] Ruthie used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/21/23 08:39AM] Ruthie used command ::Veigar | Player rights = MYSTICAL_DONATOR	
[4/21/23 08:40AM] Ruthie used command ::vboss | Player rights = MYSTICAL_DONATOR	
[4/21/23 08:41AM] Ruthie used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/21/23 08:43AM] Ruthie used command ::meruem | Player rights = MYSTICAL_DONATOR	
[4/21/23 08:45AM] Ruthie used command ::vboss | Player rights = MYSTICAL_DONATOR	
[4/21/23 08:51AM] Ruthie used command ::POs | Player rights = MYSTICAL_DONATOR	
[4/21/23 08:54AM] Ruthie used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/21/23 08:55AM] Ruthie used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/21/23 09:02AM] Ruthie used command ::VEIGAR | Player rights = MYSTICAL_DONATOR	
[4/21/23 09:04AM] Ruthie used command ::NINETAILS | Player rights = MYSTICAL_DONATOR	
[4/21/23 09:04AM] Ruthie used command ::meruem | Player rights = MYSTICAL_DONATOR	
[4/21/23 09:05AM] Ruthie used command ::poos | Player rights = MYSTICAL_DONATOR	
[4/21/23 09:05AM] Ruthie used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/21/23 09:12AM] Ruthie used command ::Vboss | Player rights = MYSTICAL_DONATOR	
[4/21/23 09:12AM] Ruthie used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/21/23 09:13AM] Ruthie used command ::Pos | Player rights = MYSTICAL_DONATOR	
[4/21/23 09:13AM] Ruthie used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/21/23 09:15AM] Ruthie used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/21/23 09:17AM] Ruthie used command ::yell shit ton of votes my tp 30k ea | Player rights = MYSTICAL_DONATOR	
[4/21/23 09:18AM] Ruthie used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/21/23 09:21AM] Ruthie used command ::yell votes my pos 30k ea | Player rights = MYSTICAL_DONATOR	
[4/21/23 09:33AM] Ruthie used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/21/23 09:34AM] Ruthie used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/21/23 09:35AM] Ruthie used command ::meruem | Player rights = MYSTICAL_DONATOR	
[4/21/23 09:35AM] Ruthie used command ::golden | Player rights = MYSTICAL_DONATOR	
[4/21/23 09:35AM] Ruthie used command ::vboss | Player rights = MYSTICAL_DONATOR	
[4/21/23 09:50AM] Ruthie used command ::yell ::vote few more to go | Player rights = MYSTICAL_DONATOR	
[4/21/23 09:53AM] Ruthie used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/21/23 09:54AM] Ruthie used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/21/23 09:55AM] Ruthie used command ::yell votes 30k ea my pos | Player rights = MYSTICAL_DONATOR	
[4/21/23 09:58AM] Ruthie used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/21/23 10:00AM] Ruthie used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/21/23 10:02AM] Ruthie used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/21/23 10:04AM] Ruthie used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/21/23 10:13AM] Ruthie used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/21/23 10:17AM] Ruthie used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/21/23 10:32AM] Ruthie used command ::yell vote scrolls going fast my pos 30k ea | Player rights = MYSTICAL_DONATOR	
[4/21/23 10:32AM] Ruthie used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/21/23 10:32AM] Ruthie used command ::Veigar | Player rights = MYSTICAL_DONATOR	
[4/21/23 10:33AM] Ruthie used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/21/23 10:34AM] Ruthie used command ::meruem | Player rights = MYSTICAL_DONATOR	
[4/21/23 10:35AM] Ruthie used command ::home | Player rights = MYSTICAL_DONATOR	
[4/21/23 01:25PM] Ruthie used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/21/23 01:25PM] Ruthie used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/21/23 01:27PM] Ruthie used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/21/23 01:32PM] Ruthie used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/21/23 01:32PM] Ruthie used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/21/23 01:32PM] Ruthie used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/21/23 01:32PM] Ruthie used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/21/23 01:33PM] Ruthie used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/21/23 01:33PM] Ruthie used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/21/23 01:34PM] Ruthie used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/21/23 01:34PM] Ruthie used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/21/23 01:36PM] Ruthie used command ::meruem | Player rights = MYSTICAL_DONATOR	
[4/21/23 02:03PM] Ruthie used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/21/23 02:04PM] Ruthie used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/21/23 02:11PM] Ruthie used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/21/23 02:14PM] Ruthie used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/21/23 02:14PM] Ruthie used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/21/23 02:17PM] Ruthie used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/21/23 02:27PM] Ruthie used command ::Yell hugeeee  gz | Player rights = MYSTICAL_DONATOR	
[4/21/23 02:29PM] Ruthie used command ::Pos | Player rights = MYSTICAL_DONATOR	
[4/21/23 02:33PM] Ruthie used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/21/23 02:33PM] Ruthie used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/21/23 02:34PM] Ruthie used command ::meruem | Player rights = MYSTICAL_DONATOR	
[4/21/23 02:35PM] Ruthie used command ::golden | Player rights = MYSTICAL_DONATOR	
[4/21/23 02:35PM] Ruthie used command ::Vboss | Player rights = MYSTICAL_DONATOR	
[4/21/23 02:36PM] Ruthie used command ::vote | Player rights = MYSTICAL_DONATOR	
[4/21/23 02:37PM] Ruthie used command ::reward 1 | Player rights = MYSTICAL_DONATOR	
[4/21/23 02:37PM] Ruthie used command ::reward 1 | Player rights = MYSTICAL_DONATOR	
[4/21/23 02:37PM] Ruthie used command ::Reward 1 | Player rights = MYSTICAL_DONATOR	
[4/21/23 02:37PM] Ruthie used command ::reward 1 | Player rights = MYSTICAL_DONATOR	
[4/21/23 02:37PM] Ruthie used command ::reward 1 | Player rights = MYSTICAL_DONATOR	
[4/21/23 02:37PM] Ruthie used command ::reward 1 | Player rights = MYSTICAL_DONATOR	
[4/21/23 02:37PM] Ruthie used command ::reward 1 | Player rights = MYSTICAL_DONATOR	
[4/21/23 02:37PM] Ruthie used command ::Reward 1 | Player rights = MYSTICAL_DONATOR	
[4/21/23 02:37PM] Ruthie used command ::reward 1 | Player rights = MYSTICAL_DONATOR	
[4/21/23 02:38PM] Ruthie used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/21/23 03:03PM] Ruthie used command ::Veigar | Player rights = MYSTICAL_DONATOR	
[4/21/23 03:04PM] Ruthie used command ::vboss | Player rights = MYSTICAL_DONATOR	
[4/21/23 03:06PM] Ruthie used command ::yell ::Vboss is awake and alive, come kill him | Player rights = MYSTICAL_DONATOR	
[4/21/23 03:07PM] Ruthie used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/21/23 03:10PM] Ruthie used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/21/23 03:10PM] Ruthie used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/21/23 03:11PM] Ruthie used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/21/23 03:16PM] Ruthie used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/21/23 03:24PM] Ruthie used command ::Veigar | Player rights = MYSTICAL_DONATOR	
[4/21/23 03:24PM] Ruthie used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/21/23 06:03PM] Ruthie used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/21/23 06:04PM] Ruthie used command ::inetails | Player rights = MYSTICAL_DONATOR	
[4/21/23 06:04PM] Ruthie used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/21/23 06:04PM] Ruthie used command ::golden | Player rights = MYSTICAL_DONATOR	
[4/21/23 06:04PM] Ruthie used command ::meruem | Player rights = MYSTICAL_DONATOR	
[4/21/23 06:04PM] Ruthie used command ::vboss | Player rights = MYSTICAL_DONATOR	
[4/21/23 06:05PM] Ruthie used command ::dismiss | Player rights = MYSTICAL_DONATOR	
[4/21/23 06:05PM] Ruthie used command ::vboss | Player rights = MYSTICAL_DONATOR	
[4/21/23 06:05PM] Ruthie used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/21/23 06:10PM] Ruthie used command ::vote | Player rights = MYSTICAL_DONATOR	
[4/21/23 06:11PM] Ruthie used command ::reward 1 | Player rights = MYSTICAL_DONATOR	
[4/21/23 06:11PM] Ruthie used command ::reward 1 | Player rights = MYSTICAL_DONATOR	
[4/21/23 06:11PM] Ruthie used command ::claim | Player rights = MYSTICAL_DONATOR	
[4/21/23 06:11PM] Ruthie used command ::claimvote | Player rights = MYSTICAL_DONATOR	
[4/21/23 06:11PM] Ruthie used command ::claim | Player rights = MYSTICAL_DONATOR	
[4/21/23 06:11PM] Ruthie used command ::claim | Player rights = MYSTICAL_DONATOR	
[4/21/23 06:11PM] Ruthie used command ::reward 1 | Player rights = MYSTICAL_DONATOR	
[4/21/23 06:11PM] Ruthie used command ::reward 1 | Player rights = MYSTICAL_DONATOR	
[4/21/23 06:12PM] Ruthie used command ::yell ::vote the vboss coming soon | Player rights = MYSTICAL_DONATOR	
[4/21/23 06:32PM] Ruthie used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/21/23 06:33PM] Ruthie used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/21/23 06:34PM] Ruthie used command ::meruem | Player rights = MYSTICAL_DONATOR	
[4/21/23 06:35PM] Ruthie used command ::Vboss | Player rights = MYSTICAL_DONATOR	
[4/21/23 06:35PM] Ruthie used command ::golden | Player rights = MYSTICAL_DONATOR	
[4/21/23 06:36PM] Ruthie used command ::yell get ready to show up to ::Vboss if ur not aware, amazing loot | Player rights = MYSTICAL_DONATOR	
[4/21/23 06:36PM] Ruthie used command ::vboss | Player rights = MYSTICAL_DONATOR	
[4/21/23 06:38PM] Ruthie used command ::Yell all to ::vboss more spawns! come get ur $  | Player rights = MYSTICAL_DONATOR	
[4/21/23 06:49PM] Ruthie used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/21/23 06:50PM] Ruthie used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/21/23 06:50PM] Ruthie used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/21/23 06:50PM] Ruthie used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/21/23 06:50PM] Ruthie used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/22/23 12:43AM] Ruthie used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/22/23 12:43AM] Ruthie used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/22/23 01:02AM] Ruthie used command ::Veigar | Player rights = MYSTICAL_DONATOR	
[4/22/23 01:04AM] Ruthie used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/22/23 01:04AM] Ruthie used command ::meruem | Player rights = MYSTICAL_DONATOR	
[4/22/23 01:04AM] Ruthie used command ::golden | Player rights = MYSTICAL_DONATOR	
[4/22/23 01:11AM] Ruthie used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/22/23 01:32AM] Ruthie used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/22/23 01:34AM] Ruthie used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/22/23 01:34AM] Ruthie used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/22/23 01:35AM] Ruthie used command ::meruem | Player rights = MYSTICAL_DONATOR	
[4/22/23 01:35AM] Ruthie used command ::golden | Player rights = MYSTICAL_DONATOR	
[4/22/23 01:38AM] Ruthie used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/22/23 01:42AM] Ruthie used command ::vboss | Player rights = MYSTICAL_DONATOR	
[4/22/23 01:45AM] Ruthie used command ::yell vote boss is awake! | Player rights = MYSTICAL_DONATOR	
[4/22/23 02:09AM] Ruthie used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/22/23 02:10AM] Ruthie used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/22/23 02:10AM] Ruthie used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/22/23 02:10AM] Ruthie used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/22/23 02:10AM] Ruthie used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/22/23 02:10AM] Ruthie used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/22/23 07:12AM] Ruthie used command ::boss | Player rights = MYSTICAL_DONATOR	
[4/22/23 07:12AM] Ruthie used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/22/23 07:21AM] Ruthie used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/22/23 07:23AM] Ruthie used command ::vote | Player rights = MYSTICAL_DONATOR	
[4/22/23 07:24AM] Ruthie used command ::Reward 1 | Player rights = MYSTICAL_DONATOR	
[4/22/23 07:24AM] Ruthie used command ::reward 1 | Player rights = MYSTICAL_DONATOR	
[4/22/23 07:24AM] Ruthie used command ::reward 1 | Player rights = MYSTICAL_DONATOR	
[4/22/23 07:24AM] Ruthie used command ::reward 1 | Player rights = MYSTICAL_DONATOR	
[4/22/23 07:24AM] Ruthie used command ::Reward 1 | Player rights = MYSTICAL_DONATOR	
[4/22/23 07:24AM] Ruthie used command ::reward 1 | Player rights = MYSTICAL_DONATOR	
[4/22/23 07:24AM] Ruthie used command ::Reward1  | Player rights = MYSTICAL_DONATOR	
[4/22/23 07:24AM] Ruthie used command ::Reward 1 | Player rights = MYSTICAL_DONATOR	
[4/22/23 07:24AM] Ruthie used command ::Rewad 1 | Player rights = MYSTICAL_DONATOR	
[4/22/23 07:24AM] Ruthie used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/22/23 07:32AM] Ruthie used command ::Veigar | Player rights = MYSTICAL_DONATOR	
[4/22/23 07:33AM] Ruthie used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/22/23 07:35AM] Ruthie used command ::mereum | Player rights = MYSTICAL_DONATOR	
[4/22/23 07:37AM] Ruthie used command ::Vboss | Player rights = MYSTICAL_DONATOR	
[4/22/23 07:44AM] Ruthie used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/22/23 07:45AM] Ruthie used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/22/23 07:46AM] Ruthie used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/22/23 07:46AM] Ruthie used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/22/23 07:58AM] Ruthie used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/22/23 08:01AM] Ruthie used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/22/23 08:02AM] Ruthie used command ::Veigar | Player rights = MYSTICAL_DONATOR	
[4/22/23 08:04AM] Ruthie used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/22/23 08:04AM] Ruthie used command ::meruem | Player rights = MYSTICAL_DONATOR	
[4/22/23 08:16AM] Ruthie used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/22/23 08:18AM] Ruthie used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/22/23 08:21AM] Ruthie used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/22/23 08:21AM] Ruthie used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/22/23 08:25AM] Ruthie used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/22/23 08:33AM] Ruthie used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/22/23 08:34AM] Ruthie used command ::meruem | Player rights = MYSTICAL_DONATOR	
[4/22/23 08:34AM] Ruthie used command ::golden | Player rights = MYSTICAL_DONATOR	
[4/22/23 08:35AM] Ruthie used command ::Vboss | Player rights = MYSTICAL_DONATOR	
[4/22/23 08:37AM] Ruthie used command ::yell ::vboss is awake!! come kill his ass | Player rights = MYSTICAL_DONATOR	
