[4/13/23 09:09PM] Alex used command ::claim | Player rights = PLAYER	
[4/18/23 09:52PM] Alex used command ::item 22037 | Player rights = DEVELOPER	
[4/18/23 09:52PM] Alex used command ::item 22038 | Player rights = DEVELOPER	
[4/18/23 09:52PM] Alex used command ::item 22039 | Player rights = DEVELOPER	
[4/18/23 09:53PM] Alex used command ::find charybde | Player rights = DEVELOPER	
[4/18/23 10:21PM] Alex used command ::item 8830 | Player rights = DEVELOPER	
[4/18/23 10:22PM] Alex used command ::update 230 | Player rights = DEVELOPER	
[4/18/23 10:22PM] Alex used command ::yell client update - if you're using stand alone client, please re-dl | Player rights = DEVELOPER	
[4/18/23 10:23PM] Alex used command ::yell if you're using launcher - reload it | Player rights = DEVELOPER	
[4/18/23 10:37PM] Alex used command ::find dr | Player rights = DEVELOPER	
[4/18/23 10:38PM] Alex used command ::item 21816 5000 | Player rights = DEVELOPER	
[4/19/23 05:42AM] Alex used command ::pos | Player rights = DEVELOPER	
[4/19/23 05:42AM] Alex used command ::item 10835 999999999 | Player rights = DEVELOPER	
[4/19/23 05:44AM] Alex used command ::pos | Player rights = DEVELOPER	
[4/19/23 05:45AM] Alex used command ::update 1 | Player rights = DEVELOPER	
[4/19/23 06:25AM] Alex used command ::pos | Player rights = DEVELOPER	
[4/19/23 06:26AM] Alex used command ::Teleto like my peep | Player rights = DEVELOPER	
[4/19/23 06:26AM] Alex used command ::pos | Player rights = DEVELOPER	
[4/19/23 06:27AM] Alex used command ::checkinv onlyfans | Player rights = DEVELOPER	
[4/19/23 06:27AM] Alex used command ::checkban onlyfans | Player rights = DEVELOPER	
[4/19/23 06:27AM] Alex used command ::checkbank onlyfans | Player rights = DEVELOPER	
[4/19/23 06:27AM] Alex used command ::checkbank asquad | Player rights = DEVELOPER	
[4/19/23 06:30AM] Alex used command ::find owner's | Player rights = DEVELOPER	
[4/19/23 06:34AM] Alex used command ::kick asquad | Player rights = DEVELOPER	
[4/19/23 06:38AM] Alex used command ::pos | Player rights = DEVELOPER	
[4/19/23 06:41AM] Alex used command ::ipban rks | Player rights = DEVELOPER	
[4/19/23 06:41AM] Alex used command ::macban rks | Player rights = DEVELOPER	
[4/19/23 06:46AM] Alex used command ::demote ruthie | Player rights = DEVELOPER	
[4/19/23 06:46AM] Alex used command ::kick ruthie | Player rights = DEVELOPER	
[4/19/23 06:57AM] Alex used command ::item 22231 | Player rights = DEVELOPER	
[4/19/23 07:08AM] Alex used command ::youtube | Player rights = DEVELOPER	
[4/19/23 07:17AM] Alex used command ::pos | Player rights = DEVELOPER	
[4/19/23 07:24AM] Alex used command ::youtube | Player rights = DEVELOPER	
[4/19/23 07:45AM] Alex used command ::update 1 | Player rights = DEVELOPER	
[4/19/23 08:39AM] Alex used command ::checkinv sad | Player rights = DEVELOPER	
[4/19/23 08:43AM] Alex used command ::teletome immortal | Player rights = DEVELOPER	
[4/19/23 08:43AM] Alex used command ::teletome tuggy | Player rights = DEVELOPER	
[4/19/23 08:49AM] Alex used command ::find executive | Player rights = DEVELOPER	
[4/19/23 08:50AM] Alex used command ::item 11946 | Player rights = DEVELOPER	
[4/19/23 08:50AM] Alex used command ::empty | Player rights = DEVELOPER	
[4/19/23 08:50AM] Alex used command ::find executive | Player rights = DEVELOPER	
[4/19/23 08:50AM] Alex used command ::item 11946 | Player rights = DEVELOPER	
[4/19/23 08:50AM] Alex used command ::item 23058 | Player rights = DEVELOPER	
[4/19/23 08:51AM] Alex used command ::teleto gekyume | Player rights = DEVELOPER	
[4/19/23 08:52AM] Alex used command ::giveitem 10835 1000000 gekyume | Player rights = DEVELOPER	
[4/19/23 08:52AM] Alex used command ::giveitem 11137 20 gekyume | Player rights = DEVELOPER	
[4/19/23 08:53AM] Alex used command ::item 5012 | Player rights = DEVELOPER	
[4/19/23 08:53AM] Alex used command ::item 22135 | Player rights = DEVELOPER	
[4/19/23 08:53AM] Alex used command ::item 17698 | Player rights = DEVELOPER	
[4/19/23 08:53AM] Alex used command ::item 17700 | Player rights = DEVELOPER	
[4/19/23 08:54AM] Alex used command ::item 11944 | Player rights = DEVELOPER	
[4/19/23 08:54AM] Alex used command ::item 12612 | Player rights = DEVELOPER	
[4/19/23 08:54AM] Alex used command ::item 12614 2 | Player rights = DEVELOPER	
[4/19/23 08:54AM] Alex used command ::item 19886 | Player rights = DEVELOPER	
[4/19/23 08:54AM] Alex used command ::item 20587 | Player rights = DEVELOPER	
[4/19/23 08:54AM] Alex used command ::youtube | Player rights = DEVELOPER	
[4/19/23 08:54AM] Alex used command ::teletome tuggy | Player rights = DEVELOPER	
[4/19/23 08:56AM] Alex used command ::find bond | Player rights = DEVELOPER	
[4/19/23 08:56AM] Alex used command ::item 23060 | Player rights = DEVELOPER	
[4/19/23 08:59AM] Alex used command ::giveitem tuggy 11137 30 | Player rights = DEVELOPER	
[4/19/23 08:59AM] Alex used command ::giveitem 11137 30 tuggy | Player rights = DEVELOPER	
[4/19/23 09:03AM] Alex used command ::bank | Player rights = DEVELOPER	
[4/19/23 09:04AM] Alex used command ::item 23057 500 | Player rights = DEVELOPER	
[4/19/23 09:04AM] Alex used command ::bank | Player rights = DEVELOPER	
[4/19/23 09:05AM] Alex used command ::bank | Player rights = DEVELOPER	
[4/19/23 09:06AM] Alex used command ::update 100 | Player rights = DEVELOPER	
[4/19/23 09:16AM] Alex used command ::bank | Player rights = DEVELOPER	
[4/19/23 09:56AM] Alex used command ::teletome bryce | Player rights = DEVELOPER	
[4/19/23 09:59AM] Alex used command ::item 23058 | Player rights = DEVELOPER	
[4/19/23 10:00AM] Alex used command ::giveyt nobledefeat | Player rights = DEVELOPER	
[4/19/23 10:19AM] Alex used command ::teletome asoich | Player rights = DEVELOPER	
[4/19/23 10:20AM] Alex used command ::empty | Player rights = DEVELOPER	
[4/19/23 10:20AM] Alex used command ::item 10835 126k | Player rights = DEVELOPER	
[4/19/23 10:20AM] Alex used command ::item 995 21m | Player rights = DEVELOPER	
[4/19/23 10:20AM] Alex used command ::item 2023 9k | Player rights = DEVELOPER	
[4/19/23 10:20AM] Alex used command ::find coll | Player rights = DEVELOPER	
[4/19/23 10:20AM] Alex used command ::item 19886 2 | Player rights = DEVELOPER	
[4/19/23 10:20AM] Alex used command ::find rogue sword | Player rights = DEVELOPER	
[4/19/23 10:20AM] Alex used command ::item 22217 | Player rights = DEVELOPER	
[4/19/23 10:20AM] Alex used command ::item 22127 | Player rights = DEVELOPER	
[4/19/23 10:21AM] Alex used command ::find $ | Player rights = DEVELOPER	
[4/19/23 10:21AM] Alex used command ::item 10946 16 | Player rights = DEVELOPER	
[4/19/23 10:21AM] Alex used command ::item 23020 3 | Player rights = DEVELOPER	
[4/19/23 10:21AM] Alex used command ::find enchantement | Player rights = DEVELOPER	
[4/19/23 10:21AM] Alex used command ::find droprate | Player rights = DEVELOPER	
[4/19/23 10:21AM] Alex used command ::find 100% | Player rights = DEVELOPER	
[4/19/23 10:21AM] Alex used command ::find dr | Player rights = DEVELOPER	
[4/19/23 10:21AM] Alex used command ::item 23174 | Player rights = DEVELOPER	
[4/19/23 10:21AM] Alex used command ::item 23178 | Player rights = DEVELOPER	
[4/19/23 10:21AM] Alex used command ::random | Player rights = DEVELOPER	
[4/19/23 10:22AM] Alex used command ::item 8788 | Player rights = DEVELOPER	
[4/19/23 10:22AM] Alex used command ::bank | Player rights = DEVELOPER	
[4/19/23 10:22AM] Alex used command ::checkbank asoich | Player rights = DEVELOPER	
[4/19/23 10:23AM] Alex used command ::sendhome asoich | Player rights = DEVELOPER	
[4/19/23 10:24AM] Alex used command ::home | Player rights = DEVELOPER	
[4/19/23 10:24AM] Alex used command ::teletome asoich | Player rights = DEVELOPER	
[4/19/23 10:24AM] Alex used command ::youtube | Player rights = DEVELOPER	
[4/19/23 10:24AM] Alex used command ::teletome loot | Player rights = DEVELOPER	
[4/19/23 10:25AM] Alex used command ::find bond | Player rights = DEVELOPER	
[4/19/23 10:25AM] Alex used command ::giveitem 23060 1 loot | Player rights = DEVELOPER	
[4/19/23 10:26AM] Alex used command ::find coll | Player rights = DEVELOPER	
[4/19/23 10:26AM] Alex used command ::giveitem 19886 1 loot | Player rights = DEVELOPER	
[4/19/23 10:26AM] Alex used command ::find set | Player rights = DEVELOPER	
[4/19/23 10:27AM] Alex used command ::find set | Player rights = DEVELOPER	
[4/19/23 10:27AM] Alex used command ::giveitem 11930 1 loot | Player rights = DEVELOPER	
[4/19/23 10:31AM] Alex used command ::checkinv rks | Player rights = DEVELOPER	
[4/19/23 10:31AM] Alex used command ::checkbank rks | Player rights = DEVELOPER	
[4/19/23 10:31AM] Alex used command ::checkinv rks | Player rights = DEVELOPER	
[4/19/23 10:47AM] Alex used command ::teetome duke | Player rights = DEVELOPER	
[4/19/23 10:48AM] Alex used command ::teletome mail | Player rights = DEVELOPER	
[4/19/23 10:48AM] Alex used command ::teletome kebab | Player rights = DEVELOPER	
[4/19/23 10:49AM] Alex used command ::teletome duke | Player rights = DEVELOPER	
[4/19/23 10:50AM] Alex used command ::teletome duke | Player rights = DEVELOPER	
[4/19/23 10:56AM] Alex used command ::teletome pokker | Player rights = DEVELOPER	
[4/19/23 10:56AM] Alex used command ::teletome pokker | Player rights = DEVELOPER	
[4/19/23 10:57AM] Alex used command ::find bond | Player rights = DEVELOPER	
[4/19/23 10:57AM] Alex used command ::giveitem 23058 2 pokker | Player rights = DEVELOPER	
[4/19/23 10:58AM] Alex used command ::teletome entropy | Player rights = DEVELOPER	
[4/19/23 10:58AM] Alex used command ::teletome entropy | Player rights = DEVELOPER	
[4/19/23 11:07AM] Alex used command ::find lucifer | Player rights = DEVELOPER	
[4/19/23 11:07AM] Alex used command ::item 22101 | Player rights = DEVELOPER	
[4/19/23 11:07AM] Alex used command ::item 22102 | Player rights = DEVELOPER	
[4/19/23 11:07AM] Alex used command ::find executive | Player rights = DEVELOPER	
[4/19/23 11:07AM] Alex used command ::item 5012 | Player rights = DEVELOPER	
[4/19/23 11:08AM] Alex used command ::find blood boot | Player rights = DEVELOPER	
[4/19/23 11:08AM] Alex used command ::item 17283 | Player rights = DEVELOPER	
[4/19/23 11:08AM] Alex used command ::item 22143 | Player rights = DEVELOPER	
[4/19/23 11:08AM] Alex used command ::find gladiator helm | Player rights = DEVELOPER	
[4/19/23 11:08AM] Alex used command ::item 15005 | Player rights = DEVELOPER	
[4/19/23 11:08AM] Alex used command ::find gold enhan | Player rights = DEVELOPER	
[4/19/23 11:08AM] Alex used command ::item 17391 | Player rights = DEVELOPER	
[4/19/23 11:09AM] Alex used command ::item 10835 8m | Player rights = DEVELOPER	
[4/19/23 11:09AM] Alex used command ::bank | Player rights = DEVELOPER	
[4/19/23 11:11AM] Alex used command ::bank | Player rights = DEVELOPER	
[4/19/23 11:14AM] Alex used command ::teletome entropy | Player rights = DEVELOPER	
[4/19/23 11:15AM] Alex used command ::giveitem 8788 15 entropy | Player rights = DEVELOPER	
[4/19/23 11:15AM] Alex used command ::bank | Player rights = DEVELOPER	
[4/19/23 11:16AM] Alex used command ::find bonfd | Player rights = DEVELOPER	
[4/19/23 11:16AM] Alex used command ::find bond | Player rights = DEVELOPER	
[4/19/23 11:17AM] Alex used command ::giveitem 23060 1 entropy | Player rights = DEVELOPER	
[4/19/23 11:17AM] Alex used command ::giveitem 23059 1 entropy | Player rights = DEVELOPER	
[4/19/23 11:17AM] Alex used command ::find collector | Player rights = DEVELOPER	
[4/19/23 11:17AM] Alex used command ::giveitem 19888 1 entropy | Player rights = DEVELOPER	
[4/19/23 11:20AM] Alex used command ::find nite wing | Player rights = DEVELOPER	
[4/19/23 11:20AM] Alex used command ::giveitem 2320 1 entropy | Player rights = DEVELOPER	
[4/19/23 11:20AM] Alex used command ::giveitem 16272 1 entropy | Player rights = DEVELOPER	
[4/19/23 11:21AM] Alex used command ::giveitem 12994 1 entropy | Player rights = DEVELOPER	
[4/19/23 11:22AM] Alex used command ::bank | Player rights = DEVELOPER	
[4/19/23 11:22AM] Alex used command ::giveitem 11137 50 entropy | Player rights = DEVELOPER	
[4/19/23 11:22AM] Alex used command ::giveitem 2023 1000 entropy | Player rights = DEVELOPER	
[4/19/23 11:28AM] Alex used command ::fuckban rks | Player rights = DEVELOPER	
[4/19/23 11:34AM] Alex used command ::find t6 | Player rights = DEVELOPER	
[4/19/23 11:35AM] Alex used command ::giveitem 23049 1 entropy | Player rights = DEVELOPER	
[4/19/23 11:38AM] Alex used command ::wr3ckedyou | Player rights = DEVELOPER	
[4/19/23 11:38AM] Alex used command ::wr3cked | Player rights = DEVELOPER	
[4/19/23 11:38AM] Alex used command ::yell livestream @ ::wr3cked | Player rights = DEVELOPER	
[4/19/23 11:39AM] Alex used command ::find t1 | Player rights = DEVELOPER	
[4/19/23 11:39AM] Alex used command ::giveitem 10025 500 wr3ckedyou | Player rights = DEVELOPER	
[4/19/23 11:41AM] Alex used command ::spawnvote | Player rights = DEVELOPER	
[4/19/23 11:41AM] Alex used command ::yell ::vote | Player rights = DEVELOPER	
[4/19/23 11:41AM] Alex used command ::spawnveigar | Player rights = DEVELOPER	
[4/19/23 11:42AM] Alex used command ::spawninetails | Player rights = DEVELOPER	
[4/19/23 11:42AM] Alex used command ::spawnninetails | Player rights = DEVELOPER	
[4/19/23 11:42AM] Alex used command ::spawnmeruem | Player rights = DEVELOPER	
[4/19/23 11:42AM] Alex used command ::spawngolden | Player rights = DEVELOPER	
[4/19/23 12:12PM] Alex used command ::youtube | Player rights = DEVELOPER	
[4/19/23 12:14PM] Alex used command ::spawnvote | Player rights = DEVELOPER	
[4/19/23 12:14PM] Alex used command ::yell ::vboss | Player rights = DEVELOPER	
[4/19/23 12:15PM] Alex used command ::parks | Player rights = DEVELOPER	
[4/19/23 12:15PM] Alex used command ::perks | Player rights = DEVELOPER	
[4/19/23 12:15PM] Alex used command ::item 10835 999999999 | Player rights = DEVELOPER	
[4/19/23 12:16PM] Alex used command ::spawnmeruem | Player rights = DEVELOPER	
[4/19/23 12:17PM] Alex used command ::golden | Player rights = DEVELOPER	
[4/19/23 12:24PM] Alex used command ::youtube | Player rights = DEVELOPER	
[4/19/23 12:28PM] Alex used command ::teletome immortal | Player rights = DEVELOPER	
[4/19/23 12:32PM] Alex used command ::yell massive boss spawns if we reach 150 today! | Player rights = DEVELOPER	
[4/19/23 12:33PM] Alex used command ::item 23020 | Player rights = DEVELOPER	
[4/19/23 12:33PM] Alex used command ::giveitem 23020 80 cidx | Player rights = DEVELOPER	
[4/19/23 12:37PM] Alex used command ::empty | Player rights = DEVELOPER	
[4/19/23 12:44PM] Alex used command ::yell 25 more players for mass boss spawns! | Player rights = DEVELOPER	
[4/19/23 12:46PM] Alex used command ::find saiyan | Player rights = DEVELOPER	
[4/19/23 12:46PM] Alex used command ::item 22132 2 | Player rights = DEVELOPER	
[4/19/23 12:46PM] Alex used command ::find demon bow | Player rights = DEVELOPER	
[4/19/23 12:46PM] Alex used command ::random | Player rights = DEVELOPER	
[4/19/23 12:46PM] Alex used command ::item 22134 | Player rights = DEVELOPER	
[4/19/23 12:46PM] Alex used command ::item 8788 10 | Player rights = DEVELOPER	
[4/19/23 12:46PM] Alex used command ::find collector | Player rights = DEVELOPER	
[4/19/23 12:46PM] Alex used command ::item 19886 | Player rights = DEVELOPER	
[4/19/23 12:47PM] Alex used command ::item 23093 | Player rights = DEVELOPER	
[4/19/23 12:47PM] Alex used command ::bank | Player rights = DEVELOPER	
[4/19/23 12:48PM] Alex used command ::item 7995 | Player rights = DEVELOPER	
[4/19/23 12:48PM] Alex used command ::random | Player rights = DEVELOPER	
[4/19/23 12:48PM] Alex used command ::find bond | Player rights = DEVELOPER	
[4/19/23 12:48PM] Alex used command ::item 23060 | Player rights = DEVELOPER	
[4/19/23 12:50PM] Alex used command ::giveitem 10835 3m immortal | Player rights = DEVELOPER	
[4/19/23 12:50PM] Alex used command ::giveitem 10835 3m immortal | Player rights = DEVELOPER	
[4/19/23 12:50PM] Alex used command ::item 10835 3m | Player rights = DEVELOPER	
[4/19/23 12:55PM] Alex used command ::youtube | Player rights = DEVELOPER	
[4/19/23 01:01PM] Alex used command ::yell make sure you all ::vote asap - half left for boss | Player rights = DEVELOPER	
[4/19/23 01:05PM] Alex used command ::teletome swamping87 | Player rights = DEVELOPER	
[4/19/23 01:06PM] Alex used command ::teletome swamping87 | Player rights = DEVELOPER	
[4/19/23 01:06PM] Alex used command ::item 22135 | Player rights = DEVELOPER	
[4/19/23 01:06PM] Alex used command ::item 15646 | Player rights = DEVELOPER	
[4/19/23 01:06PM] Alex used command ::find bond | Player rights = DEVELOPER	
[4/19/23 01:06PM] Alex used command ::item 23059 | Player rights = DEVELOPER	
[4/19/23 01:16PM] Alex used command ::yell doubling vote boss spawns @ 50 | Player rights = DEVELOPER	
[4/19/23 01:19PM] Alex used command ::vboss | Player rights = DEVELOPER	
[4/19/23 01:20PM] Alex used command ::spawnvote | Player rights = DEVELOPER	
[4/19/23 01:21PM] Alex used command ::perks | Player rights = DEVELOPER	
[4/19/23 01:21PM] Alex used command ::item 10835 59999999 | Player rights = DEVELOPER	
[4/19/23 01:21PM] Alex used command ::noble | Player rights = DEVELOPER	
[4/19/23 01:22PM] Alex used command ::spawnvote | Player rights = DEVELOPER	
[4/19/23 01:34PM] Alex used command ::yell people still fall for that, srsly | Player rights = DEVELOPER	
[4/19/23 01:34PM] Alex used command ::yell almost at 700 votes on runelocus bois ;) | Player rights = DEVELOPER	
[4/19/23 01:42PM] Alex used command ::pos | Player rights = DEVELOPER	
[4/19/23 04:33PM] Alex used command ::empty | Player rights = DEVELOPER	
[4/19/23 04:33PM] Alex used command ::item 13323 | Player rights = DEVELOPER	
[4/19/23 04:33PM] Alex used command ::item 7995 | Player rights = DEVELOPER	
[4/19/23 04:33PM] Alex used command ::item 19888 | Player rights = DEVELOPER	
[4/19/23 04:33PM] Alex used command ::item 22155 | Player rights = DEVELOPER	
[4/19/23 04:33PM] Alex used command ::item 13329 | Player rights = DEVELOPER	
[4/19/23 04:33PM] Alex used command ::item 4072 | Player rights = DEVELOPER	
[4/19/23 04:33PM] Alex used command ::item 22160 | Player rights = DEVELOPER	
[4/19/23 04:33PM] Alex used command ::item 13330 | Player rights = DEVELOPER	
[4/19/23 04:33PM] Alex used command ::item 17391 | Player rights = DEVELOPER	
[4/19/23 04:34PM] Alex used command ::item 14315 | Player rights = DEVELOPER	
[4/19/23 04:34PM] Alex used command ::item 13327 | Player rights = DEVELOPER	
[4/19/23 04:34PM] Alex used command ::item 23094 | Player rights = DEVELOPER	
[4/19/23 04:34PM] Alex used command ::item 23049 | Player rights = DEVELOPER	
[4/19/23 04:34PM] Alex used command ::item 15585 | Player rights = DEVELOPER	
[4/19/23 04:42PM] Alex used command ::pos | Player rights = DEVELOPER	
[4/19/23 04:46PM] Alex used command ::god | Player rights = DEVELOPER	
[4/19/23 04:46PM] Alex used command ::spawnvote | Player rights = DEVELOPER	
[4/19/23 04:48PM] Alex used command ::meruem | Player rights = DEVELOPER	
[4/19/23 04:48PM] Alex used command ::spawnmeruem | Player rights = DEVELOPER	
[4/19/23 04:49PM] Alex used command ::god | Player rights = DEVELOPER	
[4/19/23 04:50PM] Alex used command ::eq | Player rights = DEVELOPER	
[4/19/23 05:25PM] Alex used command ::find owner's | Player rights = DEVELOPER	
[4/19/23 06:09PM] Alex used command ::empty | Player rights = DEVELOPER	
[4/19/23 06:10PM] Alex used command ::find majestic | Player rights = DEVELOPER	
[4/19/23 06:10PM] Alex used command ::giveitem 15004 1 tinelf | Player rights = DEVELOPER	
[4/19/23 06:12PM] Alex used command ::youtube | Player rights = DEVELOPER	
[4/19/23 06:13PM] Alex used command ::checkinv asquad | Player rights = DEVELOPER	
[4/19/23 06:13PM] Alex used command ::checkinv asquad | Player rights = DEVELOPER	
[4/19/23 06:14PM] Alex used command ::teletome cameron | Player rights = DEVELOPER	
[4/19/23 06:16PM] Alex used command ::find majestic | Player rights = DEVELOPER	
[4/19/23 06:17PM] Alex used command ::giveitem 15004 1 zshana | Player rights = DEVELOPER	
[4/19/23 06:17PM] Alex used command ::find owner's jewel | Player rights = DEVELOPER	
[4/19/23 06:17PM] Alex used command ::bank | Player rights = DEVELOPER	
[4/19/23 06:17PM] Alex used command ::giveitem 13019 1 zshana | Player rights = DEVELOPER	
[4/19/23 06:18PM] Alex used command ::yell flash deals running for 2 hours @ ::discord | Player rights = DEVELOPER	
[4/19/23 06:18PM] Alex used command ::empty | Player rights = DEVELOPER	
[4/19/23 06:18PM] Alex used command ::find t2 | Player rights = DEVELOPER	
[4/19/23 06:18PM] Alex used command ::item 23125 | Player rights = DEVELOPER	
[4/19/23 06:18PM] Alex used command ::item 23122 | Player rights = DEVELOPER	
[4/19/23 06:18PM] Alex used command ::item 23119 | Player rights = DEVELOPER	
[4/19/23 06:18PM] Alex used command ::find slayer ticket | Player rights = DEVELOPER	
[4/19/23 06:18PM] Alex used command ::item 5023 8500 | Player rights = DEVELOPER	
[4/19/23 06:18PM] Alex used command ::find upgrade token | Player rights = DEVELOPER	
[4/19/23 06:18PM] Alex used command ::item 12855 | Player rights = DEVELOPER	
[4/19/23 06:19PM] Alex used command ::item 20503 | Player rights = DEVELOPER	
[4/19/23 06:19PM] Alex used command ::item 20503 7 | Player rights = DEVELOPER	
[4/19/23 06:19PM] Alex used command ::bank | Player rights = DEVELOPER	
[4/19/23 06:19PM] Alex used command ::item 10835 450k | Player rights = DEVELOPER	
[4/19/23 06:19PM] Alex used command ::find $ | Player rights = DEVELOPER	
[4/19/23 06:19PM] Alex used command ::item 10946 22 | Player rights = DEVELOPER	
[4/19/23 06:19PM] Alex used command ::find dr | Player rights = DEVELOPER	
[4/19/23 06:19PM] Alex used command ::item 21816 3 | Player rights = DEVELOPER	
[4/19/23 06:20PM] Alex used command ::giveitem 21816 3 cameron | Player rights = DEVELOPER	
[4/19/23 06:20PM] Alex used command ::giveitem 23125 1 cameron | Player rights = DEVELOPER	
[4/19/23 06:20PM] Alex used command ::giveitem 23122 | Player rights = DEVELOPER	
[4/19/23 06:20PM] Alex used command ::giveitem 23122 1 cameron | Player rights = DEVELOPER	
[4/19/23 06:20PM] Alex used command ::giveitem 23119 1 cameron | Player rights = DEVELOPER	
[4/19/23 06:21PM] Alex used command ::find ranger | Player rights = DEVELOPER	
[4/19/23 06:21PM] Alex used command ::find pet | Player rights = DEVELOPER	
[4/19/23 06:21PM] Alex used command ::giveitem 23043 1 cameron | Player rights = DEVELOPER	
[4/19/23 06:22PM] Alex used command ::find majestic | Player rights = DEVELOPER	
[4/19/23 06:22PM] Alex used command ::giveitem 15004 1 veteran | Player rights = DEVELOPER	
[4/19/23 06:22PM] Alex used command ::bank | Player rights = DEVELOPER	
[4/19/23 06:22PM] Alex used command ::Giveitem 13019 1 veteran | Player rights = DEVELOPER	
[4/19/23 06:22PM] Alex used command ::bank | Player rights = DEVELOPER	
[4/19/23 06:22PM] Alex used command ::random | Player rights = DEVELOPER	
[4/19/23 06:23PM] Alex used command ::giveitem 8788 1 cameron | Player rights = DEVELOPER	
[4/19/23 06:25PM] Alex used command ::find infamous | Player rights = DEVELOPER	
[4/19/23 06:25PM] Alex used command ::giveitem 20489 1 veteran | Player rights = DEVELOPER	
[4/19/23 06:26PM] Alex used command ::giveitem 8788 1 cameron | Player rights = DEVELOPER	
[4/19/23 06:30PM] Alex used command ::yell remember to ::vote - ill double boss @ spawn | Player rights = DEVELOPER	
[4/19/23 06:32PM] Alex used command ::checkinv onlyfans | Player rights = DEVELOPER	
[4/19/23 06:41PM] Alex used command ::checkinv onlyfans | Player rights = DEVELOPER	
[4/19/23 06:42PM] Alex used command ::giveitem 21816 144 onlyfans | Player rights = DEVELOPER	
[4/19/23 06:44PM] Alex used command ::spawnvote | Player rights = DEVELOPER	
[4/19/23 06:48PM] Alex used command ::item 22230 | Player rights = DEVELOPER	
[4/19/23 06:51PM] Alex used command ::checkbank like my peep | Player rights = DEVELOPER	
[4/19/23 06:52PM] Alex used command ::random | Player rights = DEVELOPER	
[4/19/23 06:52PM] Alex used command ::item 8788 | Player rights = DEVELOPER	
[4/19/23 06:52PM] Alex used command ::teletome like my peep | Player rights = DEVELOPER	
[4/19/23 06:53PM] Alex used command ::item 10835 60m | Player rights = DEVELOPER	
[4/19/23 06:53PM] Alex used command ::find dr | Player rights = DEVELOPER	
[4/19/23 06:53PM] Alex used command ::item 21816 168 | Player rights = DEVELOPER	
[4/19/23 06:53PM] Alex used command ::item 23178 | Player rights = DEVELOPER	
[4/19/23 06:53PM] Alex used command ::find emerald bow | Player rights = DEVELOPER	
[4/19/23 06:53PM] Alex used command ::find emerald | Player rights = DEVELOPER	
[4/19/23 06:53PM] Alex used command ::item 8088 | Player rights = DEVELOPER	
[4/19/23 06:53PM] Alex used command ::random | Player rights = DEVELOPER	
[4/19/23 06:53PM] Alex used command ::item 8788 | Player rights = DEVELOPER	
[4/19/23 06:54PM] Alex used command ::find dr | Player rights = DEVELOPER	
[4/19/23 06:54PM] Alex used command ::find 1% | Player rights = DEVELOPER	
[4/19/23 06:54PM] Alex used command ::bank | Player rights = DEVELOPER	
[4/19/23 06:54PM] Alex used command ::find dr | Player rights = DEVELOPER	
[4/19/23 06:55PM] Alex used command ::item 21815 25 | Player rights = DEVELOPER	
[4/19/23 06:55PM] Alex used command ::item 21814 6 | Player rights = DEVELOPER	
[4/19/23 06:55PM] Alex used command ::find owner's | Player rights = DEVELOPER	
[4/19/23 06:55PM] Alex used command ::item 22238 | Player rights = DEVELOPER	
[4/19/23 06:55PM] Alex used command ::bank | Player rights = DEVELOPER	
[4/19/23 06:55PM] Alex used command ::find majestic | Player rights = DEVELOPER	
[4/19/23 06:55PM] Alex used command ::giveitem 15004 1 author | Player rights = DEVELOPER	
[4/19/23 06:56PM] Alex used command ::giveitem 21816 171 like my peep | Player rights = DEVELOPER	
[4/19/23 06:56PM] Alex used command ::giveitem 21815 25 like my peep | Player rights = DEVELOPER	
[4/19/23 06:56PM] Alex used command ::giveitem 21814 6 like my peep | Player rights = DEVELOPER	
[4/19/23 06:56PM] Alex used command ::find cursed | Player rights = DEVELOPER	
[4/19/23 06:57PM] Alex used command ::bank | Player rights = DEVELOPER	
[4/19/23 06:57PM] Alex used command ::giveitem 13019 1 author | Player rights = DEVELOPER	
[4/19/23 07:13PM] Alex used command ::kick2 med nuts | Player rights = DEVELOPER	
[4/19/23 07:14PM] Alex used command ::teletome med nuts | Player rights = DEVELOPER	
[4/19/23 07:14PM] Alex used command ::kick med nuts | Player rights = DEVELOPER	
[4/19/23 07:14PM] Alex used command ::forcekick med nuts | Player rights = DEVELOPER	
[4/19/23 07:14PM] Alex used command ::kick2 med nuts | Player rights = DEVELOPER	
[4/19/23 07:14PM] Alex used command ::kick med nuts | Player rights = DEVELOPER	
[4/19/23 07:14PM] Alex used command ::ban med nuts | Player rights = DEVELOPER	
[4/19/23 07:14PM] Alex used command ::ban med nuts | Player rights = DEVELOPER	
[4/19/23 07:14PM] Alex used command ::ban med_nuts | Player rights = DEVELOPER	
[4/19/23 07:20PM] Alex used command ::ban med nuts | Player rights = DEVELOPER	
[4/19/23 07:21PM] Alex used command ::store | Player rights = DEVELOPER	
[4/19/23 07:21PM] Alex used command ::kick med nuts | Player rights = DEVELOPER	
[4/19/23 07:24PM] Alex used command ::kick med nuts | Player rights = DEVELOPER	
[4/19/23 07:25PM] Alex used command ::find anchor | Player rights = DEVELOPER	
[4/19/23 07:25PM] Alex used command ::item 10887 | Player rights = DEVELOPER	
[4/19/23 07:26PM] Alex used command ::bank | Player rights = DEVELOPER	
[4/19/23 07:28PM] Alex used command ::kill med nuts | Player rights = DEVELOPER	
