[4/17/23 12:57AM] Login. ip: 24.147.0.90, mac: L9PDKW00065440A20230221220256.000000-300, uuid: AC-12-03-A5-1C-2A	
[4/17/23 12:58AM] Login. ip: 24.147.0.90, mac: L9PDKW00065440A20230221220256.000000-300, uuid: AC-12-03-A5-1C-2A	
[4/17/23 12:59AM] Login. ip: 24.147.0.90, mac: L9PDKW00065440A20230221220256.000000-300, uuid: AC-12-03-A5-1C-2A	
[4/17/23 01:00AM] Login. ip: 24.147.0.90, mac: L9PDKW00065440A20230221220256.000000-300, uuid: AC-12-03-A5-1C-2A	
[4/17/23 01:00AM] Login. ip: 24.147.0.90, mac: L9PDKW00065440A20230221220256.000000-300, uuid: AC-12-03-A5-1C-2A	
[4/17/23 01:01AM] PROGRESSION_ZONES|3037,10280,0|Said: Yoo 	
[4/17/23 01:01AM] (CC) Help. Said: Yooo 	
[4/17/23 01:02AM] (CC) Help. Said: Hey ruthie :) 	
[4/17/23 01:02AM] (CC) Help. Said: K doin it now	
[4/17/23 01:04AM] VBOSS|2980,2771,0|Said: There we go :) 	
[4/17/23 01:11AM] Picked up gr.Item $1 Scroll, amount: 5	
[4/26/23 10:53AM] AURA|2653,3044,296|Said: Lol 	
[4/26/23 10:53AM] AURA|2649,3045,296|Said: Bank after i sozz	
[4/26/23 10:53AM] AURA|2649,3045,296|Said: K333333	
[4/26/23 10:53AM] AURA|2649,3045,296|Said: Yee	
[4/26/23 10:53AM] AURA|2649,3045,296|Said: I sozz	
[4/26/23 10:54AM] AURA|2649,3045,296|Said: Im glad :) 	
[4/26/23 10:54AM] AURA|2649,3045,296|Said: We had a few	
[4/26/23 10:54AM] AURA|2645,3046,296|Said: Thatd be cool 	
[4/26/23 10:54AM] AURA|2645,3046,296|Said: I hope you do 	
[4/26/23 10:54AM] AURA|2645,3046,296|Said: Drops are for here other than aoe	
[4/26/23 10:55AM] AURA|2645,3046,296|Said: Gllll 	
[4/26/23 10:55AM] AURA_LOBBY|2661,3044,0|Said: Bankkk 	
[4/26/23 10:58AM] AURA_LOBBY|2663,3045,0|Said: Sup	
[4/26/23 10:58AM] AURA_LOBBY|2663,3045,0|Said: Ok :) 	
[4/26/23 10:58AM] AURA_LOBBY|2663,3045,0|Said: Gonna be endin shortly	
[4/26/23 10:59AM] AURA|2645,3044,296|Said: 1 more after this 	
[4/26/23 10:59AM] AURA|2645,3044,296|Said: Then im goin g/a	
[4/26/23 10:59AM] AURA|2645,3044,296|Said: An endin 	
[4/26/23 11:00AM] AURA|2643,3045,296|Said: Lol im done after this one bro sozz	
[4/26/23 11:00AM] AURA|2643,3045,296|Said: Gonna go chill with son a bit	
[4/26/23 11:01AM] AURA|2643,3045,296|Said: K333	
[4/26/23 11:01AM] AURA|2643,3047,296|Said: :d	
[4/26/23 11:02AM] AURA_LOBBY|2661,3044,0|Said: Much k3 all 	
[4/26/23 11:02AM] AURA_LOBBY|2661,3044,0|Said: Ty for joining 	
[4/26/23 11:02AM] AURA_LOBBY|2661,3044,0|Said: We rolling g/a	
[4/26/23 11:02AM] AURA_LOBBY|2664,3041,0|Said: Gl glllll 	
[4/26/23 11:03AM] Gave item in trade to Tera Wrist. Id: 15002, amount: 1	
[4/26/23 11:03AM] Gave item in trade to Tera Wrist. Id: 4083, amount: 1	
[4/26/23 11:06AM] (CC) Help. Said: Ty all for joining stream!!!	
[4/26/23 11:08AM] Has just redeemed a $1 Scroll successfully!	
[4/26/23 11:10AM] Has just redeemed a $1 Scroll successfully!	
[4/26/23 11:12AM] Redx12 received x1 Solar Staff from Sanctum Golem!	
[4/26/23 11:12AM] (CC) Help. Said: Lol	
[4/26/23 11:13AM] Redx12 received x1 Solar Robe Bottom from Sanctum Golem!	
[4/26/23 11:13AM] Redx12 received x1 Solar Robe Bottom from Sanctum Golem!	
[4/26/23 11:16AM] Redx12 received x1 Solar Staff from Sanctum Golem!	
[4/26/23 11:17AM] Redx12 received x1 Solar Robe Top from Sanctum Golem!	
[4/26/23 11:18AM] Redx12 received x1 Solar Staff from Sanctum Golem!	
[4/26/23 11:19AM] Redx12 received x1 Solar Robe Top from Sanctum Golem!	
[4/26/23 11:31AM] Has just redeemed a $1 Scroll successfully!	
[4/26/23 11:32AM] GLOBAL_BOSS|2137,5011,0|Said: Dude	
[4/26/23 11:34AM] DEFAULT|2008,4437,0|Said: I messaged alex about ruthie and rks talking bout duping bro 	
[4/26/23 11:35AM] DEFAULT|2009,4438,0|Said: Yea i was there for that	
[4/26/23 11:35AM] DEFAULT|2009,4438,0|Said: Talkin to alex on disc	
[4/26/23 11:35AM] DEFAULT|2009,4438,0|Said:  through pm 	
[4/26/23 11:35AM] DEFAULT|2009,4438,0|Said: Ruthie? 	
[4/26/23 11:35AM] DEFAULT|2009,4438,0|Said: Yea he been getting on my nerves	
[4/26/23 11:35AM] DEFAULT|2009,4438,0|Said: Ohh	
[4/26/23 11:36AM] DEFAULT|2009,4438,0|Said: Well	
[4/26/23 11:36AM] DEFAULT|2009,4438,0|Said: I let you both know 	
[4/26/23 11:36AM] DEFAULT|2009,4438,0|Said: I took screenshots	
[4/26/23 11:36AM] DEFAULT|2009,4438,0|Said: And sent to alex	
[4/26/23 11:36AM] DEFAULT|2009,4438,0|Said: Alright k3 	
[4/26/23 11:36AM] DEFAULT|2009,4438,0|Said: Just wanted to let it be known 	
[4/26/23 11:37AM] DEFAULT|2009,4438,0|Said: Im not ok with any of that	
[4/26/23 11:37AM] DEFAULT|2009,4438,0|Said: Happy where im at	
[4/26/23 11:37AM] DEFAULT|2009,4438,0|Said: K333	
[4/26/23 11:37AM] DEFAULT|2009,4438,0|Said: I didnt get anything from vote boss all  stream lol 	
[4/26/23 11:37AM] DEFAULT|2009,4438,0|Said: Not a huge deal but figured id let ya know	
[4/26/23 11:37AM] DEFAULT|2009,4438,0|Said: Rofl	
[4/26/23 11:37AM] DEFAULT|2009,4438,0|Said: Weird 	
[4/26/23 11:37AM] DEFAULT|2009,4438,0|Said: Good thing im comfortable 	
[4/26/23 11:37AM] DEFAULT|2009,4438,0|Said: Not a big deal	
[4/26/23 11:37AM] DEFAULT|2009,4438,0|Said: Got lots of votes	
[4/26/23 11:37AM] DEFAULT|2009,4438,0|Said: All that matters	
[4/26/23 11:38AM] DEFAULT|2009,4438,0|Said: Thanks man 	
[4/26/23 11:38AM] DEFAULT|2009,4438,0|Said: Appreciate you guys 	
[4/26/23 11:39AM] DEFAULT|2009,4438,0|Said: Ill let ya get back to your duties tho sir 	
[4/26/23 11:39AM] DEFAULT|2009,4438,0|Said: K333	
[4/26/23 11:39AM] DEFAULT|2008,4438,0|Said: Fancy	
[4/26/23 11:39AM] DEFAULT|2008,4438,0|Said: K3	
[4/26/23 11:40AM] Redx12 received x1 Solar Staff from Sanctum Golem!	
[4/26/23 11:42AM] Redx12 received x1 Solar Staff from Sanctum Golem!	
[4/26/23 11:46AM] Redx12 received x1 Solar Robe Top from Sanctum Golem!	
[4/26/23 11:46AM] Gave item in trade to Oblivion. Id: 15645, amount: 1	
[4/26/23 11:46AM] Gave item in trade to Oblivion. Id: 22135, amount: 1	
[4/26/23 11:46AM] Gave item in trade to Oblivion. Id: 20260, amount: 1	
[4/26/23 11:46AM] Gave item in trade to Oblivion. Id: 15647, amount: 1	
[4/26/23 11:47AM] DEFAULT|2209,3747,0|Said: K3333	
[4/26/23 11:47AM] DEFAULT|2209,3747,0|Said: Get it 	
[4/26/23 11:47AM] DEFAULT|2209,3747,0|Said: Gl bro 	
[4/26/23 11:47AM] DEFAULT|2209,3747,0|Said: Np 	
[4/26/23 11:47AM] Redx12 received x1 Solar Robe Bottom from Sanctum Golem!	
[4/26/23 11:48AM] Redx12 received x1 Sanctum Golem Pet from Sanctum Golem!	
[4/26/23 11:50AM] Redx12 received x1 Solar Hood from Sanctum Golem!	
[4/26/23 11:50AM] Redx12 received x1 Solar Staff from Sanctum Golem!	
[4/26/23 11:50AM] Redx12 received x1 Solar Hood from Sanctum Golem!	
[4/26/23 11:51AM] Redx12 received x1 Solar Staff from Sanctum Golem!	
[4/26/23 11:53AM] Redx12 received x1 Solar Robe Top from Sanctum Golem!	
[4/26/23 11:54AM] Redx12 received x1 Solar Staff from Sanctum Golem!	
[4/26/23 11:54AM] (CC) Help. Said: 3x3 pogggg	
[4/26/23 11:55AM] Redx12 received x1 Solar Robe Top from Sanctum Golem!	
[4/26/23 11:55AM] Redx12 received x1 Sanctum Golem Pet from Sanctum Golem!	
[4/26/23 11:56AM] Gave item in trade to Sad. Id: 15646, amount: 1	
[4/26/23 11:56AM] Receiving item from trade with Sad Id: 10835, amount: 5006650	
[4/26/23 11:56AM] AURA_LOBBY|2661,3042,0|Said: Np np	
[4/26/23 11:57AM] Redx12 received x1 Sanctum Golem Pet from Sanctum Golem!	
[4/26/23 11:59AM] Redx12 received x1 Solar Staff from Sanctum Golem!	
[4/26/23 12:00PM] Has just redeemed a $10 Bond successfully!	
[4/26/23 12:01PM] Redx12 received x1 Solar Staff from Sanctum Golem!	
[4/26/23 12:01PM] Redx12 received x1 Sanctum Golem Pet from Sanctum Golem!	
[4/26/23 12:03PM] Redx12 received x1 Solar Robe Top from Sanctum Golem!	
[4/26/23 12:08PM] GLOBAL_BOSS|2144,5019,0|Said: Death 	
[4/26/23 12:08PM] GLOBAL_BOSS|2144,5019,0|Said: From slenderman death box	
[4/26/23 12:08PM] GLOBAL_BOSS|2144,5019,0|Said: Yee	
[4/26/23 12:08PM] Has just redeemed a $1 Scroll successfully!	
[4/26/23 12:11PM] Redx12 received x1 Solar Staff from Sanctum Golem!	
[4/26/23 12:11PM] Redx12 received x1 Solar Staff from Sanctum Golem!	
[4/26/23 12:11PM] Redx12 received x1 Solar Staff from Sanctum Golem!	
[4/26/23 12:11PM] Redx12 received x1 Sanctum Golem Pet from Sanctum Golem!	
[4/26/23 12:13PM] Redx12 received x1 Sanctum Golem Pet from Sanctum Golem!	
[4/26/23 12:15PM] Redx12 received x1 Solar Staff from Sanctum Golem!	
[4/26/23 12:15PM] Redx12 received x1 Sanctum Golem Pet from Sanctum Golem!	
[4/26/23 12:16PM] Redx12 received x1 Solar Robe Bottom from Sanctum Golem!	
[4/26/23 12:17PM] Redx12 received x1 Solar Robe Bottom from Sanctum Golem!	
[4/26/23 12:22PM] Redx12 received x1 Solar Staff from Sanctum Golem!	
[4/26/23 12:22PM] Redx12 received x1 Solar Staff from Sanctum Golem!	
[4/26/23 12:24PM] Redx12 received x1 Solar Staff from Sanctum Golem!	
[4/26/23 12:28PM] Redx12 received x1 Solar Robe Bottom from Sanctum Golem!	
[4/26/23 12:28PM] Redx12 received x1 Solar Staff from Sanctum Golem!	
[4/26/23 12:29PM] Redx12 received x1 Solar Staff from Sanctum Golem!	
[4/26/23 12:31PM] Redx12 received x1 Solar Hood from Sanctum Golem!	
[4/26/23 12:33PM] Redx12 received x1 Solar Robe Bottom from Sanctum Golem!	
[4/26/23 12:34PM] Redx12 received x1 Solar Robe Bottom from Sanctum Golem!	
[4/26/23 12:45PM] Has just redeemed a $1 Scroll successfully!	
[4/26/23 12:48PM] Redx12 received x10 Counter Token from Black Goku!	
[4/26/23 12:56PM] Redx12 received x10 Counter Token from Black Goku!	
[4/26/23 12:59PM] Redx12 received x10 Counter Token from Black Goku!	
[4/26/23 01:03PM] Redx12 received x1 Solar Robe Top from Sanctum Golem!	
[4/26/23 01:03PM] Redx12 received x1 Solar Robe Bottom from Sanctum Golem!	
[4/26/23 01:04PM] Redx12 received x1 Sanctum Golem Pet from Sanctum Golem!	
[4/26/23 01:06PM] Redx12 received x1 Solar Hood from Sanctum Golem!	
[4/26/23 01:08PM] Redx12 received x1 Solar Staff from Sanctum Golem!	
[4/26/23 01:12PM] Receiving item from trade with Oblivion Id: 15645, amount: 1	
[4/26/23 01:12PM] Receiving item from trade with Oblivion Id: 22135, amount: 1	
[4/26/23 01:12PM] Receiving item from trade with Oblivion Id: 20260, amount: 1	
[4/26/23 01:12PM] Receiving item from trade with Oblivion Id: 15647, amount: 1	
[4/26/23 01:12PM] DEFAULT|2227,3728,0|Said: K3 	
[4/26/23 01:12PM] DEFAULT|2227,3728,0|Said: Np 	
[4/26/23 01:14PM] Redx12 received x1 Solar Hood from Sanctum Golem!	
[4/26/23 01:16PM] Redx12 received x1 Solar Robe Bottom from Sanctum Golem!	
[4/26/23 01:19PM] Redx12 received x1 Solar Robe Bottom from Sanctum Golem!	
[4/26/23 01:20PM] Redx12 received x1 Solar Staff from Sanctum Golem!	
[4/26/23 01:20PM] Redx12 received x1 Sanctum Golem Pet from Sanctum Golem!	
[4/26/23 01:21PM] Redx12 received x1 Solar Staff from Sanctum Golem!	
[4/26/23 01:21PM] Redx12 received x1 Solar Staff from Sanctum Golem!	
[4/26/23 01:25PM] Redx12 received x1 Solar Robe Top from Sanctum Golem!	
[4/26/23 01:26PM] Redx12 received x1 Solar Robe Top from Sanctum Golem!	
[4/26/23 01:28PM] Redx12 received x1 Solar Robe Bottom from Sanctum Golem!	
[4/26/23 01:29PM] Redx12 received x1 Solar Hood from Sanctum Golem!	
[4/26/23 01:29PM] Redx12 received x1 Solar Staff from Sanctum Golem!	
[4/26/23 01:30PM] Redx12 received x1 Solar Hood from Sanctum Golem!	
[4/26/23 01:31PM] Redx12 received x1 Solar Staff from Sanctum Golem!	
[4/26/23 01:32PM] Redx12 received x1 Solar Robe Bottom from Sanctum Golem!	
[4/26/23 01:32PM] Redx12 received x1 Solar Staff from Sanctum Golem!	
[4/26/23 01:34PM] Redx12 received x1 Solar Staff from Sanctum Golem!	
[4/26/23 01:38PM] Redx12 received x1 Solar Staff from Sanctum Golem!	
[4/26/23 01:42PM] Redx12 received x1 Solar Staff from Sanctum Golem!	
[4/26/23 01:44PM] Redx12 received x1 Solar Hood from Sanctum Golem!	
[4/26/23 01:47PM] Has just redeemed a $1 Scroll successfully!	
[4/26/23 01:47PM] Redx12 received x1 Solar Staff from Sanctum Golem!	
[4/26/23 01:48PM] Redx12 received x1 Solar Robe Top from Sanctum Golem!	
[4/26/23 01:48PM] Redx12 received x1 Solar Robe Bottom from Sanctum Golem!	
[4/26/23 01:48PM] Redx12 received x1 Sanctum Golem Pet from Sanctum Golem!	
[4/26/23 01:50PM] Redx12 received x1 Sanctum Golem Pet from Sanctum Golem!	
[4/26/23 01:51PM] Redx12 received x1 Solar Staff from Sanctum Golem!	
[4/26/23 01:51PM] (CC) Help. Said: Gzzz	
[4/26/23 01:56PM] Redx12 received x1 Sanctum Golem Pet from Sanctum Golem!	
[4/26/23 01:56PM] Redx12 received x1 Solar Robe Top from Sanctum Golem!	
[4/26/23 02:04PM] Redx12 received x1 Solar Staff from Sanctum Golem!	
[4/26/23 02:56PM] Redx12 received x1 Solar Hood from Sanctum Golem!	
[4/26/23 02:56PM] Redx12 received x1 Solar Robe Top from Sanctum Golem!	
[4/26/23 02:57PM] Redx12 received x1 Solar Robe Bottom from Sanctum Golem!	
[4/26/23 02:57PM] Redx12 received x1 Sanctum Golem Pet from Sanctum Golem!	
[4/26/23 02:58PM] Redx12 received x1 Solar Robe Top from Sanctum Golem!	
[4/26/23 02:58PM] Redx12 received x1 Solar Hood from Sanctum Golem!	
[4/26/23 02:59PM] (CC) Help. Said: Tyyy	
[4/26/23 02:59PM] Redx12 received x1 Sanctum Golem Pet from Sanctum Golem!	
[4/26/23 03:01PM] Redx12 received x1 Solar Staff from Sanctum Golem!	
[4/26/23 03:03PM] Redx12 received x1 Solar Staff from Sanctum Golem!	
[4/26/23 03:08PM] GLOBAL_BOSS|2138,5022,0|Said: Yo 	
[4/26/23 03:09PM] GLOBAL_BOSS|2138,5022,0|Said: Nah sorry	
[4/26/23 03:09PM] Has just redeemed a $10 Bond successfully!	
[4/26/23 03:09PM] Has just redeemed a $1 Scroll successfully!	
[4/26/23 03:12PM] Redx12 received x1 Solar Staff from Sanctum Golem!	
[4/26/23 03:12PM] Redx12 received x1 Solar Staff from Sanctum Golem!	
[4/26/23 03:13PM] Redx12 received x1 Solar Staff from Sanctum Golem!	
[4/26/23 03:13PM] Redx12 received x1 Solar Staff from Sanctum Golem!	
[4/26/23 03:14PM] Redx12 received x1 Solar Robe Top from Sanctum Golem!	
[4/26/23 03:14PM] Redx12 received x1 Solar Staff from Sanctum Golem!	
[4/26/23 03:16PM] Redx12 received x1 Solar Robe Top from Sanctum Golem!	
[4/26/23 03:18PM] Redx12 received x1 Solar Robe Bottom from Sanctum Golem!	
[4/26/23 03:21PM] Redx12 received x1 Sanctum Golem Pet from Sanctum Golem!	
[4/26/23 03:23PM] Redx12 received x1 Solar Robe Top from Sanctum Golem!	
[4/26/23 03:24PM] Redx12 received x1 Solar Staff from Sanctum Golem!	
[4/26/23 03:24PM] Redx12 received x1 Sanctum Golem Pet from Sanctum Golem!	
[4/26/23 03:25PM] DEFAULT|2226,3727,0|Said: K3	
[4/26/23 03:26PM] Redx12 received x1 Sanctum Golem Pet from Sanctum Golem!	
[4/26/23 03:29PM] Redx12 received x1 Solar Hood from Sanctum Golem!	
[4/26/23 03:31PM] Redx12 received x1 Solar Hood from Sanctum Golem!	
[4/26/23 03:31PM] Redx12 received x1 Solar Staff from Sanctum Golem!	
[4/26/23 03:39PM] Redx12 received x1 Solar Staff from Sanctum Golem!	
[4/26/23 03:40PM] Redx12 received x1 Solar Hood from Sanctum Golem!	
[4/26/23 03:42PM] Redx12 received x1 Solar Robe Bottom from Sanctum Golem!	
[4/26/23 03:45PM] Redx12 received x1 Solar Staff from Sanctum Golem!	
[4/26/23 03:46PM] Redx12 received x1 Solar Hood from Sanctum Golem!	
[4/26/23 03:47PM] Redx12 received x1 Solar Robe Bottom from Sanctum Golem!	
[4/26/23 03:47PM] Redx12 received x1 Solar Hood from Sanctum Golem!	
[4/26/23 03:47PM] Redx12 received x1 Solar Hood from Sanctum Golem!	
[4/26/23 03:47PM] Redx12 received x1 Solar Staff from Sanctum Golem!	
[4/26/23 03:49PM] Redx12 received x1 Solar Staff from Sanctum Golem!	
[4/26/23 03:53PM] Has just redeemed a $1 Scroll successfully!	
[4/26/23 03:56PM] (CC) Help. Said: At home an work brother k3	
[4/26/23 03:56PM] Redx12 received x1 Solar Robe Top from Sanctum Golem!	
[4/26/23 03:56PM] (CC) Help. Said: K333	
[4/26/23 03:58PM] Redx12 received x1 Solar Staff from Sanctum Golem!	
[4/26/23 03:59PM] Redx12 received x1 Solar Hood from Sanctum Golem!	
[4/26/23 03:59PM] Redx12 received x1 Solar Staff from Sanctum Golem!	
[4/26/23 03:59PM] Redx12 received x1 Solar Hood from Sanctum Golem!	
[4/26/23 04:39PM] Redx12 received x1 Rogue Gloves from Sasuke!	
[4/26/23 04:43PM] Redx12 received x1 Nite Legs from Dragonite!	
[4/26/23 04:48PM] Redx12 received x1 Groudon Pet from Groudon!	
[4/26/23 04:56PM] Redx12 received x1 Obsidian Crossbow Off-Hand from Asmodeus!	
[4/26/23 04:57PM] Redx12 received x1 Obsidian Legs from Asmodeus!	
[4/26/23 04:57PM] INSTANCE2|2786,4775,296|Said: .ty for support! k3 	
[4/26/23 04:57PM] (CC) Help. Said: Ty for support k3 	
[4/26/23 04:57PM] (CC) Help. Said: Tarn #1	
[4/26/23 04:57PM] (CC) Help. Said: Nice groupie :) 	
[4/26/23 04:58PM] (CC) Help. Said: Big gz	
[4/26/23 04:58PM] (CC) Help. Said: :o	
[4/26/23 04:58PM] (CC) Help. Said: K3	
[4/26/23 05:08PM] (CC) Help. Said: Gzzz 	
[4/26/23 05:08PM] GLOBAL_BOSS|2139,5018,4|Said: Gll 	
[4/26/23 05:08PM] Has just redeemed a $1 Scroll successfully!	
[4/26/23 05:10PM] Redx12 received x1 Nite Boots from Dragonite!	
[4/26/23 05:12PM] Redx12 received x1 Dragonite Pet from Dragonite!	
[4/26/23 05:26PM] Redx12 received x1 Demonlord Sword from Ag'Thomoth!	
[4/26/23 05:28PM] Redx12 received x1 Ag'thomoth Pet from Ag'Thomoth!	
[4/26/23 05:28PM] (CC) Help. Said: K3 k3 	
[4/26/23 05:35PM] Has just redeemed a $1 Scroll successfully!	
[4/26/23 05:46PM] Redx12 received x1 Lilinryss Pet from Lilinryss!	
[4/26/23 05:49PM] Has just redeemed a $1 Scroll successfully!	
[4/26/23 06:00PM] Redx12 received x1 Groudon Body from Groudon!	
[4/26/23 06:09PM] Has just redeemed a $1 Scroll successfully!	
[4/26/23 06:13PM] Redx12 received x1 Dragonite Pet from Dragonite!	
[4/26/23 06:16PM] (CC) Help. Said: Pog 	
[4/26/23 06:23PM] (CC) Help. Said: Zeidan grimm drops blood enhancement	
[4/26/23 06:38PM] Redx12 received x1 Nite Legs from Dragonite!	
[4/26/23 07:20PM] Login. ip: 64.140.248.190, mac: DST348220220311201601.000000-300, uuid: B0-C0-90-31-65-E9	
[4/26/23 07:23PM] (CC) Help. Said: Gzzzz	
[4/26/23 07:31PM] Redx12 received x1 Groudon Shield from Groudon!	
[4/26/23 07:31PM] Has just redeemed a $1 Scroll successfully!	
[4/26/23 07:32PM] (CC) Help. Said: Yee slayer very pog gz	
[4/26/23 07:35PM] (CC) Help. Said: Gn vet!	
[4/26/23 07:37PM] GLOBAL_BOSS|2141,5017,8|Said: Sozz was slow haha	
[4/26/23 07:37PM] DEFAULT|2225,3731,0|Said: Ty for perk, wasnt payin attention i got it next 	
[4/26/23 07:37PM] (CC) Help. Said: Ty for perk i got it next 	
[4/26/23 07:47PM] Redx12 received x1 Onyx Griffin Pet from Onyx Griffin!	
[4/26/23 07:49PM] (CC) Help. Said: You good alex k3333	
[4/26/23 07:49PM] (CC) Help. Said: Hard worker boi 	
[4/26/23 07:49PM] (CC) Help. Said: K3	
[4/26/23 07:50PM] (CC) Help. Said: Ty	
[4/26/23 07:51PM] Has just redeemed a $1 Scroll successfully!	
[4/26/23 07:51PM] (CC) Help. Said: Ty!	
[4/26/23 07:52PM] Redx12 received x1 Blood Helm from Zeidan Grimm!	
[4/26/23 08:06PM] GLOBAL_BOSS|2135,5016,8|Said: Gll	
[4/26/23 08:07PM] GLOBAL_BOSS|2135,5016,8|Said: K3333	
[4/26/23 08:10PM] GLOBAL_BOSS|2141,5022,12|Said: Glll	
[4/26/23 08:10PM] GLOBAL_BOSS|2141,5022,12|Said: :o gzzz	
[4/26/23 08:10PM] GLOBAL_BOSS|2141,5022,12|Said: Gl	
[4/26/23 08:16PM] (CC) Help. Said: I got perks all 	
[4/26/23 08:16PM] (CC) Help. Said: K3 k3 	
[4/26/23 08:18PM] (CC) Help. Said: Vn 	
[4/26/23 08:21PM] DEFAULT|2179,3755,0|Said: 1::yell go watch sad live on yt - chill vibes :) 	
[4/26/23 08:27PM] (CC) Help. Said: Title is tarn rsps	
[4/26/23 08:27PM] (CC) Help. Said: Sad on yt	
[4/26/23 08:28PM] (CC) Help. Said: Yes they did	
[4/26/23 08:29PM] (CC) Help. Said: Dont listen to king	
[4/26/23 08:29PM] (CC) Help. Said: They were abusing.	
[4/26/23 08:29PM] (CC) Help. Said: Njoy tarn	
[4/26/23 08:29PM] (CC) Help. Said: Enjoy tarn	
[4/26/23 08:29PM] (CC) Help. Said: Move on	
[4/26/23 08:29PM] (CC) Help. Said: Better off t	
[4/26/23 08:29PM] (CC) Help. Said: Tbh	
[4/26/23 08:30PM] (CC) Help. Said: He was just part of the crew. 	
[4/26/23 08:30PM] (CC) Help. Said: And was salty	
[4/26/23 08:30PM] (CC) Help. Said: All tune into sad!!!!	
[4/26/23 08:39PM] (CC) Help. Said: Welcome :) 	
[4/26/23 08:50PM] (CC) Help. Said: Sad is raiding live on yt "sad" tarn rsps	
[4/26/23 08:55PM] (CC) Help. Said: Amazing gaming for being blind jeeesh 	
[4/26/23 09:01PM] (CC) Help. Said: What a good day to vote for tarn :d 	
[4/26/23 09:01PM] (CC) Help. Said: K3 3k 	
[4/26/23 09:01PM] (CC) Help. Said: K3k3k3k3k3k	
[4/26/23 09:03PM] (CC) Help. Said: Ploxxxxx	
[4/26/23 09:04PM] (CC) Help. Said: :d 	
[4/26/23 09:08PM] Redx12 received x1 Owner cape goodiebag from Nine Tails!	
[4/26/23 09:08PM] GLOBAL_BOSS|2141,5022,4|Said: Yooo	
[4/26/23 09:08PM] (CC) Help. Said: Yooo all i need is bow	
[4/26/23 09:08PM] (CC) Help. Said: For log	
[4/26/23 09:08PM] (CC) Help. Said: Lfgggg	
[4/26/23 09:08PM] Has just redeemed a $25 Bond successfully!	
[4/26/23 09:08PM] GLOBAL_BOSS|2141,5022,4|Said: I got box, just need bow	
[4/26/23 09:08PM] GLOBAL_BOSS|2141,5022,4|Said: Lets goooo 	
[4/26/23 09:09PM] Has just redeemed a $1 Scroll successfully!	
[4/26/23 09:10PM] GLOBAL_BOSS|2140,5020,0|Said: Gl	
[4/26/23 09:11PM] Has just redeemed a $1 Scroll successfully!	
[4/26/23 09:11PM] (CC) Help. Said: Gzzz	
[4/26/23 09:17PM] INSTANCE2|2786,4775,344|Said: :yell lets goooo 	
[4/26/23 09:18PM] (CC) Help. Said: Wb bro 	
[4/26/23 09:20PM] Player bought 10946 x 7 from Proxy's pos shop for 1071000 Billions	
[4/26/23 09:20PM] Player bought 10946 x 4 from Proxy's pos shop for 612000 Billions	
[4/26/23 09:20PM] Has just redeemed a $1 Scroll successfully!	
[4/26/23 09:29PM] (CC) Help. Said: Welcome :) 	
[4/26/23 09:31PM] Gave item in trade to Roger. Id: 10835, amount: 1200000	
[4/26/23 09:31PM] Receiving item from trade with Roger Id: 10946, amount: 10	
[4/26/23 09:31PM] DEFAULT|2223,3755,0|Said: Ty	
[4/26/23 09:31PM] Has just redeemed a $1 Scroll successfully!	
[4/26/23 09:37PM] (CC) Help. Said: K3k3k3k3	
[4/26/23 09:40PM] Redx12 received x1 Solar Staff from Sanctum Golem!	
[4/26/23 09:43PM] Redx12 received x1 Solar Hood from Sanctum Golem!	
[4/26/23 09:43PM] Redx12 received x1 Solar Robe Bottom from Sanctum Golem!	
[4/26/23 09:43PM] Redx12 received x1 Solar Staff from Sanctum Golem!	
[4/26/23 09:43PM] Redx12 received x1 Solar Hood from Sanctum Golem!	
[4/26/23 09:44PM] (CC) Help. Said: Hwahhhhh	
[4/26/23 09:44PM] (CC) Help. Said: Lol sad 	
[4/26/23 09:54PM] (CC) Help. Said: Dr gear my pos	
[4/26/23 09:56PM] Has just redeemed a $1 Scroll successfully!	
[4/26/23 09:56PM] (CC) Help. Said: Dr gear my pos	
[4/26/23 10:00PM] (CC) Help. Said: Dr gear my pos	
[4/26/23 10:02PM] Player sold 22135 x 1 to Loonasee for 20000000 Billions in their pos shop	
[4/26/23 10:03PM] Played claimed 20M Billions from pos	
[4/26/23 10:04PM] Redx12 received x1 Solar Robe Bottom from Sanctum Golem!	
[4/26/23 10:08PM] GLOBAL_BOSS|2140,5019,12|Said: Rofl	
[4/26/23 10:08PM] GLOBAL_BOSS|2140,5019,12|Said: Gzz bro	
[4/26/23 10:09PM] GLOBAL_BOSS|2140,5019,12|Said: Need bow for log	
[4/26/23 10:09PM] GLOBAL_BOSS|2140,5019,12|Said: Plox	
[4/26/23 10:20PM] (CC) Help. Said: It doesnt matter boys	
[4/26/23 10:20PM] (CC) Help. Said: Vote for tarn!	
[4/26/23 10:20PM] (CC) Help. Said: K3k3k3k3k	
[4/26/23 10:20PM] (CC) Help. Said: Boys and gals it dont matterrrr they old news, lets get it!	
[4/26/23 10:21PM] Redx12 received x1 Death Box from Slender Man!	
[4/26/23 10:22PM] Redx12 received x1 Slender Man Pet from Slender Man!	
[4/26/23 10:22PM] (CC) Help. Said: Her :) an i can get behind that	
[4/26/23 10:26PM] Redx12 received x1 Death Box from Slender Man!	
[4/26/23 10:36PM] (CC) Help. Said: Dr gear my pos	
