[4/15/23 12:03AM] Sender: Alex, Message: Also, do ::ref walkchaos and ::totem for a buff	
[4/15/23 12:04AM] Sender: Nick, Message: Awesome!	
[4/22/23 11:58PM] Sender: Dopamine, Message: Suh so simple man his password probs 'suh'	
[4/22/23 11:58PM] Sender: Ruthie, Message: Had to click 3 dif npc's each wave, it was only 3 not 4x4	
[4/22/23 11:58PM] Sender: Sad, Message: Saleee my pos 	
[4/22/23 11:58PM] Sender: Dopamine, Message: :')	
[4/22/23 11:59PM] Sender: Roger, Message: Where can i see the donor perks?	
[4/22/23 11:59PM] Sender: Sad, Message: Discord in rank benefits	
[4/22/23 11:59PM] Sender: Roger, Message: Ty	
[4/22/23 11:59PM] Sender: Nobledefeat, Message: New video out now!!! massive giveaway!!::noble	
[4/22/23 11:59PM] Sender: Nervus, Message: Does double cash perk and attachment stack?	
[4/22/23 11:59PM] Sender: A fatality, Message: Yep	
[4/23/23 12:00AM] Sender: Sad, Message: Gzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz	
[4/23/23 12:00AM] Sender: Nobledefeat, Message: Its all for you :)	
[4/23/23 12:00AM] Sender: Sad, Message: Not for me	
[4/23/23 12:00AM] Sender: Sad, Message: For tarn	
[4/23/23 12:00AM] Sender: Sad, Message: Tarn #1	
[4/23/23 12:01AM] Sender: Nobledefeat, Message: No sad #1	
[4/23/23 12:01AM] Sender: A fatality, Message: Question: why is shini 50m stats but above yasuda in bis	
[4/23/23 12:01AM] Sender: A fatality, Message: When yasuda is 70m stats	
[4/23/23 12:01AM] Sender: Nobledefeat, Message: Can be upgraded	
[4/23/23 12:01AM] Sender: Nervus, Message: Anyone got a double cash item? 200k?	
[4/23/23 12:01AM] Sender: A fatality, Message: Ohhhh	
[4/23/23 12:01AM] Sender: Nervus, Message: Perk*	
[4/23/23 12:01AM] Sender: Ruthie, Message: 200k?	
[4/23/23 12:01AM] Sender: Ruthie, Message: Lmao	
[4/23/23 12:01AM] Sender: Ruthie, Message: 200k??	
[4/23/23 12:01AM] Sender: Nervus, Message: Idk if thats what they worth or not lmao	
[4/23/23 12:01AM] Sender: Nervus, Message: All i got atm xd	
[4/23/23 12:02AM] Sender: Nobledefeat, Message: Nerv ill sell you one for 200k to help out g	
[4/23/23 12:02AM] Sender: Ruthie, Message: It is atlarst 700k + reds bro	
[4/23/23 12:02AM] Sender: Ruthie, Message: Prefer 1m red	
[4/23/23 12:02AM] Sender: Nobledefeat, Message: Come trade me 	
[4/23/23 12:02AM] Sender: Ruthie, Message: Help him g	
[4/23/23 12:03AM] Sender: Raynes 911, Message: There a junk store on here?	
[4/23/23 12:03AM] Sender: Suh, Message: Dissolve items	
[4/23/23 12:03AM] Sender: Raynes 911, Message: Yes but pointless after 120 crafting	
[4/23/23 12:03AM] Sender: Puff, Message: Buying good mage/range weapon for 23709 billions	
[4/23/23 12:04AM] Sender: Dopamine, Message: If ya dont wanna fill your bank with useless junk, dissove em	
[4/23/23 12:04AM] Sender: Dopamine, Message: After 120 crafting	
[4/23/23 12:05AM] Sender: Puff, Message: Guys anyone got better ring than imperial for sale? i got almost 26k billions	
[4/23/23 12:05AM] Sender: Puff, Message: Billions	
[4/23/23 12:08AM] Sender: Juust, Message: Selling 3x perk	
[4/23/23 12:08AM] Sender: Juust, Message: Selling 3x perk	
[4/23/23 12:08AM] Sender: Raynes 911, Message: Any new players need some gear?	
[4/23/23 12:09AM] Sender: Gizeh, Message: What means triple kill perk?	
[4/23/23 12:09AM] Sender: Dopamine, Message: Exactly what it sounds like	
[4/23/23 12:09AM] Sender: Juust, Message: Get triple kills instead 1	
[4/23/23 12:09AM] Sender: Dopamine, Message: Your one kill counts as 3	
[4/23/23 12:09AM] Sender: Gizeh, Message: Ou shit	
[4/23/23 12:09AM] Sender: 4bit, Message: 3kc per kill	
[4/23/23 12:09AM] Sender: Gizeh, Message: Tyy	
[4/23/23 12:09AM] Sender: Dopamine, Message: Only on the numbers tho, no 3 x loots.	
[4/23/23 12:09AM] Sender: Demon, Message: I just started today raynes if you got something	
[4/23/23 12:11AM] Sender: Raynes 911, Message: Demon come home	
[4/23/23 12:11AM] Sender: Puff, Message: Slayer what weapon upgrade should i aim on after solar staff?	
[4/23/23 12:11AM] Sender: Demon, Message: Let me make space	
[4/23/23 12:11AM] Sender: Slayer, Message: I would say go for grouden staff its 800k stats about 400-500kgp	
[4/23/23 12:12AM] Sender: Dopamine, Message: Now thats a lot of damage	
[4/23/23 12:12AM] Sender: Puff, Message: Cost 400-500k?	
[4/23/23 12:12AM] Sender: Slayer, Message: Yes 400-500k bill red tokens	
[4/23/23 12:12AM] Sender: Puff, Message: Oh crap	
[4/23/23 12:12AM] Sender: Puff, Message: Alot :d	
[4/23/23 12:12AM] Sender: Shinigami, Message: How i get a pickaxe	
[4/23/23 12:13AM] Sender: Dopamine, Message: Brother jared at home	
[4/23/23 12:13AM] Sender: Puff, Message: Slayer	
[4/23/23 12:13AM] Sender: Puff, Message: U got a maybe some ring for sale for 26k billions	
[4/23/23 12:14AM] Sender: Puff, Message: Using imperial ring atm	
[4/23/23 12:14AM] Sender: Demon, Message: Transfer crystal is only from vote store?	
[4/23/23 12:14AM] Sender: Gizeh, Message: Pc cursed box?	
[4/23/23 12:14AM] Sender: Sad, Message: Vote store and dono store	
[4/23/23 12:14AM] Sender: Entropy, Message: Not only, but its cheapest way to get that way	
[4/23/23 12:14AM] Sender: Dopamine, Message: Demon from dpts shop vpts shop and pvm caskets	
[4/23/23 12:14AM] Sender: Sad, Message: Or can buy from other players	
[4/23/23 12:14AM] Sender: Demon, Message: Ah okay thank you :3	
[4/23/23 12:15AM] Sender: Nervus, Message: Gzz	
[4/23/23 12:15AM] Sender: A fatality, Message: Cursed box best reward is pray scroll or owner goodie	
[4/23/23 12:15AM] Sender: A fatality, Message: So it would b like 1m	
[4/23/23 12:15AM] Sender: A fatality, Message: Or less	
[4/23/23 12:16AM] Sender: Dopamine, Message: Does 2-3x kc perk work towards dry kc loot ?	
[4/23/23 12:16AM] Sender: Beef supreme, Message: Nope	
[4/23/23 12:16AM] Sender: Dopamine, Message: So it is whatever to have xd	
[4/23/23 12:16AM] Sender: Jackaljay, Message:  garfield helps with afk mining yeah?	
[4/23/23 12:16AM] Sender: Dopamine, Message: Did all the zones whitout one, so cba getting one now	
[4/23/23 12:16AM] Sender: Beef supreme, Message: Useful to the extent of unlocking zones	
[4/23/23 12:16AM] Sender: Partyskiller, Message: Where's the tarn points shop?	
[4/23/23 12:16AM] Sender: Slayer, Message: Yes	
[4/23/23 12:16AM] Sender: Sad, Message: Yes jay	
[4/23/23 12:16AM] Sender: A fatality, Message: Yeah once you get full garfield with scarf and hooker pet	
[4/23/23 12:16AM] Sender: Jackaljay, Message:  each peice or full set?	
[4/23/23 12:16AM] Sender: A fatality, Message: It goes very fast	
[4/23/23 12:16AM] Sender: Slayer, Message: Yes	
[4/23/23 12:17AM] Sender: Slayer, Message: And hooker pet	
[4/23/23 12:17AM] Sender: Nobledefeat, Message: What did you all me	
[4/23/23 12:18AM] Sender: Dopamine, Message: Game wanna spoon me? now is the time.	
[4/23/23 12:19AM] Sender: Neonrook, Message: One of the swords i got has a purple glow, is there a difference?	
[4/23/23 12:19AM] Sender: Dopamine, Message: Examine it	
[4/23/23 12:19AM] Sender: Sad, Message: Examine it	
[4/23/23 12:19AM] Sender: Neonrook, Message: Oooooh	
[4/23/23 12:20AM] Sender: Neonrook, Message: Thanks	
[4/23/23 12:20AM] Sender: Dopamine, Message: Jeez the drops	
[4/23/23 12:20AM] Sender: Magnet, Message: Wish i knew that yesterday	
[4/23/23 12:21AM] Sender: Slayer, Message: ;p	
[4/23/23 12:21AM] Sender: Dopamine, Message: Man was step ahead and did ask :p	
[4/23/23 12:21AM] Sender: Magnet, Message: Yea true	
[4/23/23 12:21AM] Sender: Jroc, Message: Oh sht got an aoe drop	
[4/23/23 12:21AM] Sender: Magnet, Message: My own fault	
[4/23/23 12:21AM] Sender: A fatality, Message: Gzzzz	
[4/23/23 12:21AM] Sender: Slayer, Message: Gzzzz jroc	
[4/23/23 12:21AM] Sender: Beef supreme, Message: Jelly	
[4/23/23 12:21AM] Sender: Jroc, Message: Ty :)	
[4/23/23 12:21AM] Sender: Magnet, Message: Gz	
[4/23/23 12:21AM] Sender: Jroc, Message: Was just tryna get dr drops lol	
[4/23/23 12:21AM] Sender: Slayer, Message: Haha ;p	
[4/23/23 12:21AM] Sender: Nobledefeat, Message: Everyone getting spooooned man	
[4/23/23 12:22AM] Sender: Princespeach, Message: 3x3or6x6?	
[4/23/23 12:22AM] Sender: Nobledefeat, Message: Lets gooo	
[4/23/23 12:22AM] Sender: Slayer, Message: Spoony pls	
[4/23/23 12:22AM] Sender: Jroc, Message: Just a 3x3	
[4/23/23 12:22AM] Sender: Slayer, Message: No doom pl8 pls	
[4/23/23 12:22AM] Sender: Jroc, Message: Whats a 3x3 going for rn?	
[4/23/23 12:22AM] Sender: A fatality, Message: Seen it for 25m in pos for quite a while	
[4/23/23 12:22AM] Sender: A fatality, Message: S maybe 20	
[4/23/23 12:23AM] Sender: A fatality, Message: Cuz it's on an elite too	
[4/23/23 12:23AM] Sender: Nobledefeat, Message: ::noble	
[4/23/23 12:24AM] Sender: Nobledefeat, Message: Brand new video!! massive giveaway :)	
[4/23/23 12:24AM] Sender: A fatality, Message: Oh it sold	
[4/23/23 12:24AM] Sender: A fatality, Message: Ya 25m	
[4/23/23 12:25AM] Sender: Sad, Message: Gzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz	
[4/23/23 12:25AM] Sender: Slayer, Message: Pl8 pls	
[4/23/23 12:25AM] Sender: Sad, Message: Kabal spooned	
[4/23/23 12:25AM] Sender: Jroc, Message: Is it possible to disable the chat msg for kills left in instances?	
[4/23/23 12:25AM] Sender: Magnet, Message: Gzzzz	
[4/23/23 12:25AM] Sender: Beef supreme, Message: ::dropoff works	
[4/23/23 12:25AM] Sender: Slayer, Message: Yes	
[4/23/23 12:26AM] Sender: A fatality, Message: Bruh 20 auras, 18 gloves, 11 staves,,, no legssssss	
[4/23/23 12:26AM] Sender: Pjk, Message: Whast does ::dropoff do	
[4/23/23 12:26AM] Sender: Slayer, Message: Mmm auras	
[4/23/23 12:26AM] Sender: Beef supreme, Message: Turns game emssages off for some things	
[4/23/23 12:26AM] Sender: Beef supreme, Message: Less spammy chat =p	
[4/23/23 12:26AM] Sender: Slayer, Message: Sell doom sets no platebody	
[4/23/23 12:26AM] Sender: Freddie, Message: What does a godly dr pot actually do?	
[4/23/23 12:26AM] Sender: Slayer, Message: 2x your dr	
[4/23/23 12:27AM] Sender: Slayer, Message: So im 1.1k it will make me like 2.3k	
[4/23/23 12:27AM] Sender: Freddie, Message: Ahh fair	
[4/23/23 12:27AM] Sender: Slayer, Message: For 25mins	
[4/23/23 12:27AM] Sender: Slayer, Message: Its godly :p	
[4/23/23 12:27AM] Sender: Freddie, Message: Hahah	
[4/23/23 12:28AM] Sender: Freddie, Message: How long does the t3 inf overload pot last for?	
[4/23/23 12:28AM] Sender: A fatality, Message: 2 mins	
[4/23/23 12:28AM] Sender: Slayer, Message: 2mins and forever	
[4/23/23 12:28AM] Sender: Slayer, Message: Yay drystreak body	
[4/23/23 12:28AM] Sender: Rastities, Message: Ffs i thought the instance gave u aoe lol	
[4/23/23 12:28AM] Sender: A fatality, Message: Give me legssss	
[4/23/23 12:28AM] Sender: Slayer, Message: Heheh rastites	
[4/23/23 12:28AM] Sender: O t t e r, Message: Votes my pos 39k ea	
[4/23/23 12:28AM] Sender: Slayer, Message: I have 8 of em	
[4/23/23 12:28AM] Sender: Slayer, Message: Xd	
[4/23/23 12:29AM] Sender: Rastities, Message: Pc weakest aoe?	
[4/23/23 12:29AM] Sender: Slayer, Message: 25m-40m	
[4/23/23 12:29AM] Sender: 3, Message: 20-30m	
[4/23/23 12:29AM] Sender: A fatality, Message: 20m for a brokeen 3x3 maybe	
[4/23/23 12:29AM] Sender: A fatality, Message: That doesn't 1 shot instances	
[4/23/23 12:30AM] Sender: Rastities, Message: Pc vote scrolls?	
[4/23/23 12:30AM] Sender: 3, Message: I mean tbf like 7 came into the game today	
[4/23/23 12:30AM] Sender: Slayer, Message: 30-40k vote scroll	
[4/23/23 12:30AM] Sender: Freddie, Message: Where can you upgrade stuff?	
[4/23/23 12:30AM] Sender: Sad, Message: More than 7 lol	
[4/23/23 12:30AM] Sender: Slayer, Message: Yes aoe is possible for sure	
[4/23/23 12:30AM] Sender: Slayer, Message: South of home freddie	
[4/23/23 12:30AM] Sender: Ronnie v2, Message: $ scrolls my pos 50k	
[4/23/23 12:30AM] Sender: Elven, Message: Morning guys	
[4/23/23 12:30AM] Sender: Proxy, Message: South of home	
[4/23/23 12:30AM] Sender: Sad, Message: Goodmorninggg	
[4/23/23 12:30AM] Sender: Freddie, Message: Ty	
[4/23/23 12:30AM] Sender: Slayer, Message: /morning	
[4/23/23 12:30AM] Sender: Slayer, Message: I like double junk good craft exp :)	
[4/23/23 12:31AM] Sender: Nervus, Message: Globals upp 1min	
[4/23/23 12:31AM] Sender: Slayer, Message: 19m someone better run	
[4/23/23 12:31AM] Sender: Tarnow, Message: Ty for call	
[4/23/23 12:31AM] Sender: Ronnie v2, Message: Wish i had cash rn lol'	
[4/23/23 12:31AM] Sender: Slayer, Message: :p	
[4/23/23 12:32AM] Sender: A fatality, Message: 19m kinda sus maybe it's a smol aoe one	
[4/23/23 12:32AM] Sender: Akuna, Message: 19m and cheap	
[4/23/23 12:32AM] Sender: Akuna, Message: Kekw	
[4/23/23 12:32AM] Sender: Slayer, Message: Smol?	
[4/23/23 12:32AM] Sender: Magnet, Message: W00t zinq logs completen hello coll neck :)	
[4/23/23 12:32AM] Sender: Slayer, Message: Congrats magnet	
[4/23/23 12:32AM] Sender: Slayer, Message: Big w	
[4/23/23 12:32AM] Sender: Magnet, Message: Tysm	
[4/23/23 12:32AM] Sender: Jroc, Message: Im just lookin for quick cash	
[4/23/23 12:32AM] Sender: Akuna, Message: Its not cheap bro	
[4/23/23 12:32AM] Sender: Akuna, Message: Kekw	
[4/23/23 12:32AM] Sender: Slayer, Message: Jroc got aoe lol	
[4/23/23 12:32AM] Sender: Jroc, Message: 19m isnt much lol	
[4/23/23 12:36AM] Sender: Kebintea, Message: Holyy	
[4/23/23 12:36AM] Sender: Kebintea, Message: Gl	
[4/23/23 12:36AM] Sender: Nervus, Message: Glglgl	
[4/23/23 12:36AM] Sender: Slayer, Message: Wb peep	
[4/23/23 12:36AM] Sender: Like my peep, Message: Tyty	
[4/23/23 12:37AM] Sender: Life, Message:  where to get collector item?	
[4/23/23 12:37AM] Sender: Slayer, Message: Zinqrux collection log 	
[4/23/23 12:37AM] Sender: Slayer, Message: Afk 20mins	
[4/23/23 12:37AM] Sender: Raynes 911, Message: Someone lend me aoe :d	
[4/23/23 12:37AM] Sender: Elven, Message: 31/50 for vboss	
[4/23/23 12:38AM] Sender: Magnet, Message: What is a 2023 to my inv?	
[4/23/23 12:38AM] Sender: Juust, Message: Selling 22$	
[4/23/23 12:38AM] Sender: A fatality, Message: Just bones	
[4/23/23 12:38AM] Sender: Magnet, Message: Tysm	
[4/23/23 12:39AM] Sender: Freddie, Message: I wish we had an items list so we can see what to upgrade to nexr	
[4/23/23 12:39AM] Sender: Freddie, Message: Next	
[4/23/23 12:39AM] Sender: Freddie, Message: Suggested on disc	
[4/23/23 12:39AM] Sender: Beef supreme, Message: Zones are in order my man	
[4/23/23 12:39AM] Sender: Magnet, Message: Best style on here?	
[4/23/23 12:40AM] Sender: Juust, Message: Selling 22$	
[4/23/23 12:40AM] Sender: Loonasee, Message: Probably range or mage	
[4/23/23 12:40AM] Sender: Magnet, Message: Tysm	
[4/23/23 12:40AM] Sender: Freddie, Message: Hm is an exe bow?	
[4/23/23 12:41AM] Sender: A fatality, Message: Ppl sell it kinda high for its stats but should be about 200k	
[4/23/23 12:41AM] Sender: Elviszo, Message: What to do after starter	
[4/23/23 12:41AM] Sender: A fatality, Message: Goes for 300+	
[4/23/23 12:41AM] Sender: Freddie, Message: Fair	
[4/23/23 12:42AM] Sender: Freddie, Message: Is the 10% dr enchantment with vote pts perm=	
[4/23/23 12:42AM] Sender: Freddie, Message: ?	
[4/23/23 12:43AM] Sender: Loonasee, Message: Yes	
[4/23/23 12:43AM] Sender: Elviszo, Message: What to do after starter zones?	
[4/23/23 12:43AM] Sender: A fatality, Message: Ya keep in inv	
[4/23/23 12:43AM] Sender: Freddie, Message: Can you get multiple or just 1?	
[4/23/23 12:43AM] Sender: Magnet, Message: Do coll logs	
[4/23/23 12:43AM] Sender: Loonasee, Message: Same with donation one 100%	
[4/23/23 12:43AM] Sender: A fatality, Message: Just 1 10% nd 1 100%	
[4/23/23 12:43AM] Sender: Freddie, Message: Ahh fair	
[4/23/23 12:43AM] Sender: Loonasee, Message: The small ones for 7 donate points are stackable permanently	
[4/23/23 12:43AM] Sender: Freddie, Message: Ahh fair	
[4/23/23 12:43AM] Sender: Loonasee, Message: Up to 2500 dr cap	
[4/23/23 12:44AM] Sender: Slayer, Message: Or collect 2147m for the lol	
[4/23/23 12:44AM] Sender: O t t e r, Message: 3 25 bonds pos 1360k ea	
[4/23/23 12:44AM] Sender: Slayer, Message: Mmmm	
[4/23/23 12:45AM] Sender: Slayer, Message: Ty	
[4/23/23 12:45AM] Sender: O t t e r, Message: Ty	
[4/23/23 12:46AM] Sender: Slayer, Message: Np	
[4/23/23 12:46AM] Sender: Elven, Message: 34/50 for vboss	
[4/23/23 12:47AM] Sender: Magnet, Message: Voting rn	
[4/23/23 12:47AM] Sender: Alcoholic, Message: Where i can get collectors necklace?	
[4/23/23 12:47AM] Sender: Proxy, Message: Zinq collection log	
[4/23/23 12:47AM] Sender: Magnet, Message: Complete zinq og	
[4/23/23 12:48AM] Sender: Partyskiller, Message: So none of the same type of equipment perks stack?	
[4/23/23 12:48AM] Sender: Matt0804, Message: Is devoted box any good?	
[4/23/23 12:48AM] Sender: Matt0804, Message: Its not in possible loot	
[4/23/23 12:48AM] Sender: A fatality, Message: Its pretty good yeah	
[4/23/23 12:48AM] Sender: A fatality, Message: Gives $25/possible chance of better boxes	
[4/23/23 12:48AM] Sender: Freddie, Message: Have i understood right that if i use a lower tier item on another	
[4/23/23 12:48AM] Sender: Freddie, Message: The higher lvl one will get the perk?	
[4/23/23 12:48AM] Sender: Elven, Message: 46/50 for vboss	
[4/23/23 12:48AM] Sender: A fatality, Message: Yes freddie	
[4/23/23 12:48AM] Sender: A fatality, Message: And old item is lost 	
[4/23/23 12:49AM] Sender: Freddie, Message: Does it need to be the same item?	
[4/23/23 12:49AM] Sender: A fatality, Message: No it can be any of the 15 slots	
[4/23/23 12:49AM] Sender: Freddie, Message: So like	
[4/23/23 12:49AM] Sender: Freddie, Message: If i have a good perk on a low torm bodt	
[4/23/23 12:49AM] Sender: Freddie, Message: Body	
[4/23/23 12:49AM] Sender: Freddie, Message: I can use that on a blood body?	
[4/23/23 12:49AM] Sender: Beef supreme, Message: Or legs/chest/neck	
[4/23/23 12:49AM] Sender: A fatality, Message: Yeah then the good perk is on the blood body	
[4/23/23 12:49AM] Sender: Beef supreme, Message: Anything	
[4/23/23 12:50AM] Sender: Freddie, Message: How do you get transfer crystals? :)	
[4/23/23 12:50AM] Sender: Beef supreme, Message: Vote or dono shop	
[4/23/23 12:50AM] Sender: Entropy, Message: Buy from vote shop/donator shop/pos	
[4/23/23 12:51AM] Sender: Sad, Message: Ofc i lag out as vboss spawns	
[4/23/23 12:52AM] Sender: A fatality, Message: Ripp	
[4/23/23 12:53AM] Sender: Ainokea, Message: Oc?	
[4/23/23 12:53AM] Sender: Sad, Message: Owner cape	
[4/23/23 12:53AM] Sender: Ainokea, Message: Jroc how much cash u talking	
[4/23/23 12:54AM] Sender: Life, Message:  anyone have a wep i could trade 5 1$ scrolls for?	
[4/23/23 12:54AM] Sender: Nobledefeat, Message: What weap you have rn life	
[4/23/23 12:54AM] Sender: Life, Message:  blurite bow	
[4/23/23 12:54AM] Sender: Nobledefeat, Message: Oh shit. yeah i gotchu haha	
[4/23/23 12:54AM] Sender: Nobledefeat, Message: Lemme finish this instance	
[4/23/23 12:54AM] Sender: Life, Message:  please, lol.	
[4/23/23 12:55AM] Sender: Life, Message:  i'm at centaurs, gettin kina slow.	
[4/23/23 12:55AM] Sender: Ainokea, Message: Bruh i havent got a boss item drop yet...	
[4/23/23 12:55AM] Sender: Nobledefeat, Message: I gotchu, il lyk when im done 	
[4/23/23 12:55AM] Sender: Life, Message:  thanks, love you.	
[4/23/23 12:55AM] Sender: Nobledefeat, Message: At least someone does :)	
[4/23/23 12:55AM] Sender: Ainokea, Message: Im at ag thomoth withou one  boss drop...	
[4/23/23 12:56AM] Sender: Nobledefeat, Message: Come home life	
[4/23/23 12:56AM] Sender: Nobledefeat, Message: Trade the sexy boi with blue hair	
[4/23/23 12:56AM] Sender: Princespeach, Message: Dad?	
[4/23/23 12:57AM] Sender: Slayer, Message: So who goku and who vegeta ;)	
[4/23/23 12:58AM] Sender: Slayer, Message: ;o	
[4/23/23 12:58AM] Sender: Iron uokm8, Message: Where do u use dr ticket?	
[4/23/23 12:58AM] Sender: Slayer, Message: Keep in inv	
[4/23/23 12:58AM] Sender: Slayer, Message: They stack	
[4/23/23 12:58AM] Sender: Ainokea, Message: Pc owner cape?	
[4/23/23 12:58AM] Sender: Serenity, Message: What are clean herbs for?	
[4/23/23 12:59AM] Sender: Slayer, Message: For exp/damage/dr pots	
[4/23/23 12:59AM] Sender: Slayer, Message: Discord has a herb section under sneak peaks	
[4/23/23 12:59AM] Sender: Matt0804, Message: I thought an update was suppose to happen yesterday	
[4/23/23 01:00AM] Sender: Beef supreme, Message: Update is in the works right now	
[4/23/23 01:00AM] Sender: Asquad, Message: 34k kc dry? fr?!	
[4/23/23 01:00AM] Sender: Slayer, Message: Sounds nice	
[4/23/23 01:00AM] Sender: Xtc, Message: For aoe?	
[4/23/23 01:01AM] Sender: Slayer, Message: I know someone 400k dry for some legs.	
[4/23/23 01:01AM] Sender: Slayer, Message: :o	
[4/23/23 01:01AM] Sender: Partyskiller, Message: Same equipment perk on 2 items at once doesn't stack?	
[4/23/23 01:01AM] Sender: Slayer, Message: Depends which perk it is	
[4/23/23 01:01AM] Sender: 3, Message: Fuck me got doubled red and it was 1.5	
[4/23/23 01:01AM] Sender: Jroc, Message: Ripp	
[4/23/23 01:01AM] Sender: Elviszo, Message:  :p	
[4/23/23 01:01AM] Sender: Slayer, Message: Thats painful	
[4/23/23 01:01AM] Sender: Matt0804, Message: Drop rate perks stack 	
[4/23/23 01:02AM] Sender: Slayer, Message: Damage till 5x	
[4/23/23 01:03AM] Sender: Iron uokm8, Message: /tboq::vwif	
[4/23/23 01:03AM] Sender: Nervus, Message: Same mate	
[4/23/23 01:03AM] Sender: Iron uokm8, Message: Just got solot tbow on osrs 	
[4/23/23 01:04AM] Sender: Alex, Message: Sheeee congratz man	
[4/23/23 01:04AM] Sender: Alex, Message: Big gains	
[4/23/23 01:04AM] Sender: Alex, Message: And lol @nervus	
[4/23/23 01:05AM] Sender: Ganon, Message: First pet to go for?	
[4/23/23 01:05AM] Sender: Profeta, Message: Holaaaaa	
[4/23/23 01:05AM] Sender: Ainokea, Message: Sanctum its like 20k in pos	
[4/23/23 01:05AM] Sender: Ainokea, Message: Gives 10% dr	
[4/23/23 01:05AM] Sender: Ganon, Message: Oh thx	
[4/23/23 01:06AM] Sender: Dio, Message:  got any info about update alex? ;)	
[4/23/23 01:07AM] Sender: Tew, Message: Anyone wanna buy dmg scroll & dr scrolls?	
[4/23/23 01:07AM] Sender: Slayer, Message: Ill buy dr	
[4/23/23 01:07AM] Sender: Slayer, Message: Hm	
[4/23/23 01:07AM] Sender: Ganon, Message: Where is sad shop?	
[4/23/23 01:08AM] Sender: Ainokea, Message: Buying goku boots pm me price	
[4/23/23 01:11AM] Sender: Freddie, Message: Anyone selling an exe bow for 250k?	
[4/23/23 01:11AM] Sender: Sad, Message: Ill sell you one for 20m	
[4/23/23 01:11AM] Sender: Slayer, Message: Hehe	
[4/23/23 01:11AM] Sender: Freddie, Message: Haha im good bro	
[4/23/23 01:11AM] Sender: Elviszo, Message: Lool	
[4/23/23 01:12AM] Sender: Slayer, Message: 250k+ 19.7m is goodprice	
[4/23/23 01:12AM] Sender: Sad, Message: Its aoe :p	
[4/23/23 01:12AM] Sender: Slayer, Message: See :p	
[4/23/23 01:12AM] Sender: Freddie, Message: Ohh kwk	
[4/23/23 01:12AM] Sender: Freddie, Message: Kek	
[4/23/23 01:12AM] Sender: Cookie, Message: Hacks.	
[4/23/23 01:13AM] Sender: Slayer, Message: We need like 500k bones achievements buryed lol.	
[4/23/23 01:13AM] Sender: Slayer, Message: Next tier of achievements :p	
[4/23/23 01:17AM] Sender: Svenaaa, Message: What is the cheapest aoe wep?	
[4/23/23 01:17AM] Sender: Slayer, Message: 20m+	
[4/23/23 01:17AM] Sender: Svenaaa, Message: Oh damn lol	
[4/23/23 01:17AM] Sender: Svenaaa, Message: I cant even get past 2m lol	
[4/23/23 01:18AM] Sender: Slayer, Message: Saving and tons of grind xd	
[4/23/23 01:18AM] Sender: Slayer, Message: Or first bosses easiest chance	
[4/23/23 01:18AM] Sender: Slayer, Message: Still very hard to get	
[4/23/23 01:18AM] Sender: Svenaaa, Message: Bet just doing zones with 3kc gear right nw	
[4/23/23 01:18AM] Sender: Cookie, Message: ;/	
[4/23/23 01:18AM] Sender: Slayer, Message: Like cookie :(	
[4/23/23 01:18AM] Sender: Cookie, Message: Last day	
[4/23/23 01:18AM] Sender: Slayer, Message: Kc?	
[4/23/23 01:18AM] Sender: Cookie, Message: If im not getting today i quit	
[4/23/23 01:19AM] Sender: Cookie, Message: Nearly 40k	
[4/23/23 01:19AM] Sender: Elven, Message: Cookie	
[4/23/23 01:19AM] Sender: 3, Message: Lol im nearly 60k man it will come	
[4/23/23 01:19AM] Sender: Slayer, Message: Oof	
[4/23/23 01:19AM] Sender: Cookie, Message: 3, did you use any kc items?	
[4/23/23 01:19AM] Sender: 3, Message: Nope	
[4/23/23 01:19AM] Sender: Cookie, Message: Interesting	
[4/23/23 01:19AM] Sender: Elviszo, Message: 3 he just op asf	
[4/23/23 01:19AM] Sender: Cookie, Message: Cause isaw you maybe twice in the zone	
[4/23/23 01:20AM] Sender: Raynes 911, Message: 3 did you make enough money from 60k kc to buy one?	
[4/23/23 01:20AM] Sender: 3, Message: /im doing instance	
[4/23/23 01:20AM] Sender: Cookie, Message: And killing on normie is x100 easier than iron	
[4/23/23 01:20AM] Sender: Slayer, Message: Tbh your best bet is to sell all your votes $ and grind fastest way to buy lol	
[4/23/23 01:20AM] Sender: Slayer, Message: To buy lol	
[4/23/23 01:20AM] Sender: Elven, Message: Reeeeeeeeeeeeeee	
[4/23/23 01:21AM] Sender: Raynes 911, Message: Thats what im doing now )	
[4/23/23 01:21AM] Sender: Cookie, Message: I literally have 0 progress in 30hish	
[4/23/23 01:21AM] Sender: Elven, Message: Dam doubled pet too -.-	
[4/23/23 01:21AM] Sender: Slayer, Message: F	
[4/23/23 01:21AM] Sender: 3, Message: Tbh i dont mind this	
[4/23/23 01:23AM] Sender: Freddie, Message: As a qol we need finishing an instance to take you back to portal	
[4/23/23 01:24AM] Sender: Matt0804, Message: Agreed lolo	
[4/23/23 01:24AM] Sender: Cookie, Message: Was suggested	
[4/23/23 01:24AM] Sender: Freddie, Message: Ahh good good!	
[4/23/23 01:24AM] Sender: Slayer, Message: Yes pls lol	
[4/23/23 01:24AM] Sender: Nervus, Message: Inf prayer my pos 740k	
[4/23/23 01:25AM] Sender: Rxse, Message: Morning all o/	
